Claart,Descripción,Existencia,Stock Minimo,Stock Maximo,Stock de Seguridad
05TUBPVCHA12,Tubo Pvc Hco Abocinado 1/2,150.0,19.5,39.0,4.5
05TZBCBAGAZ,Taza para baño color blanco (Aguazul),12.0,13.0,26.0,3.0
05VALESP1,Valvula esfera pvc 1,0.0,97.5,195.0,22.5
05VPQ0020,Cubre Tubo Liso 1/2,138.0,22.75,45.5,5.25
065385,Coflex Tipo Y marca Coflex,13.0,13.0,26.0,3.0
06BC585,Brida P/Tubo Closet Crom.,17.0,29.25,58.5,6.75
06CAL40L,Calentador Primo 40lts,0.0,6.5,13.0,1.5
06CIL10,Cilindro Gas 10 kg,0.0,6.5,13.0,1.5
06LJABQEG150,Lija Bloque G-150 0077-0003,19.0,6.5,13.0,1.5
06PEGAMM,Pegamento 220 J39 Resistol 18 kg,380.5,39.72222222222222,79.44444444444444,9.166666666666666
06PEGM220,Pegamento supermil 250gms,10.0,6.5,13.0,1.5
06PEP,Pepe silicon acrilico bco 300 ml,38.0,6.5,13.0,1.5
06PES300A,Pens silicon acrilastic 300 ml,168.0,8.666666666666666,17.333333333333332,2.0
06PES300T,Pens silicon transp 300 ml,113.0,44.90909090909091,89.81818181818181,10.363636363636363
06PES75,Pens silicon transp 75grs,84.0,6.5,13.0,1.5
06PESPPS,Pens Silicon bco 280ml,111.0,36.833333333333336,73.66666666666667,8.5
06PL4,Plastico Negro kilo,494.7,106.6,213.2,24.599999999999998
06PLASLOC,Plastiloka 20gms,4.0,65.0,130.0,15.0
06POLH1,Poliducto Hco 1,1439.15,552.5,1105.0,127.5
06POLH12,Poliducto Hco 1/2,298.45,182.0,364.0,42.0
06POLH34,Poliducto Hco 3/4,741.6,1300.0,2600.0,300.0
06SALPPC,Sapito coflex azul con cadena,14.0,6.5,13.0,1.5
06SILAUT,Pens Silicon Duretan Gris,66.0,6.5,13.0,1.5
06VALTE,VALVULA DE LLENADO P/TAN. EST.,21.0,6.5,13.0,1.5
08CAB10,Cable thw#10,2577.8,266.5,533.0,61.5
08CAB12,Cable thw #12,5251.04,1355.7142857142858,2711.4285714285716,312.8571428571429
08CAB14,Cable thw #14,2259.56,975.0,1950.0,225.0
08CAB8,Cable thw #8,1300.39,278.57142857142856,557.1428571428571,64.28571428571428
08CUR212,Cable uso rudo 2 x 12,304.07,195.0,390.0,45.0
08FZA512,Forza Apagador Doble FZA512,41.0,6.5,13.0,1.5
08FZA5129S,Forza Apagador y Contacto FZA5129S,23.0,22.75,45.5,5.25
08FZA68S,Forza Contacto Duplex FZA68S,32.0,6.5,13.0,1.5
08POL1,Poliducto 1,358.8,650.0,1300.0,150.0
08POL1234,Poliducto 3/4,1360.02,657.0,1314.0,151.6153846153846
08ROS4,Roseton 4,207.0,57.05555555555556,114.11111111111111,13.166666666666668
0544372,Armella cerrada 19x60,235.0,12.0,24.0,2.0
05IMG,Sellador thermotek galon,63.0,30.0,60.0,5.0
05IMPTHE19,Imper Thermotek 5 años Rojo 19 lts,21.0,12.0,24.0,2.0
05JUEHPS,Juego herrajes p/sanitario,0.0,42.0,84.0,7.0
05TOBCLOSET,Tubo para closet,16.0,36.0,72.0,6.0
0644378,Armella 18x50 abierta,222.0,60.0,120.0,10.0
0644383,Armella Abierta 23x110,252.0,60.0,120.0,10.0
0662800,Impermeabilizante thermotek galon,10.0,6.0,12.0,1.0
06ARMCER2180,Armella cerrada 21x80,262.0,156.0,312.0,26.0
06ARMCERA22100,Armella cerrada 22x100,425.0,300.0,600.0,50.0
06CIL30,Cilindro Gas 30 kg,0.0,6.0,12.0,1.0
06IMPTR19,Impermeab thermotek doble accion 5 años 19lts,25.0,18.0,36.0,3.0
06KOLAL,Kolaloka 2grs,20.0,9.0,18.0,1.5
06MAGPRO,Mallapro 100x1.10,13.0,12.0,24.0,2.0
06RSF175,Rollo Strech (Emplaye),66.0,6.0,12.0,1.0
06TAPRE1,Tapon regaton red 1,38.0,24.0,48.0,4.0
08BICPALG,Bicolor p/ albañil grande,468.0,16.363636363636363,32.72727272727273,2.727272727272727
05ADAPCHPVC,Insercion Hembra 1/2,133.0,9.75,19.5,2.25
05ADAPHH12,Pvc Hco adaptador hembra 1/2,372.0,24.375,48.75,5.625
05ADAPHPK12,Philmac adaptador hembra 1/2,83.0,6.5,13.0,1.5
05ADAPIM1,Insercion Macho 1,67.0,9.75,19.5,2.25
05ADAPIM12,Insercion Macho 1/2,96.0,16.25,32.5,3.75
05ADAPMPH1,Pvc Hco adaptador macho c40 1,139.0,32.5,65.0,7.5
05ADAPMPH12,Pvc Hco adaptador macho c40 1/2,341.0,32.5,65.0,7.5
05ADAPMPK12,Philmac adaptador macho 1/2,83.0,26.0,52.0,6.0
05CI2,Insercion Codo 2,39.0,6.5,13.0,1.5
05CODIN12,Insercion Codo 1/2,62.0,9.75,19.5,2.25
05CODPVC245,Pvc Codo 2 x 45,328.0,26.0,52.0,6.0
05CODPVC290,Pvc Codo 2 x 90,414.0,72.04166666666667,144.08333333333334,16.625
05CODPVC345,Pvc Codo 3 x 45,351.0,19.5,39.0,4.5
05CODPVC390,Pvc Codo 3 x 90,216.0,26.8125,53.625,6.1875
05CODPVC445,Pvc Codo 4 x 45,236.0,23.214285714285715,46.42857142857143,5.357142857142858
05CODPVC490,Pvc Codo 4 x 90,426.0,37.266666666666666,74.53333333333333,8.6
05CODPVC690,Pvc Codo 6 x 90,37.0,16.25,32.5,3.75
05CODPVCH12,Pvc Hco Codo 1/2 x 90,380.0,54.16666666666667,108.33333333333334,12.5
05CODPVCH3490,Pvc Hco Codo 3/4 x 90,270.0,22.75,45.5,5.25
05COPH1,Pvc Hco Cople 1,244.0,26.0,52.0,6.0
05COPPVC23,Pvc Cople 2,321.0,66.3,132.6,15.299999999999999
05COPPVC3,Pvc Cople 3,256.0,24.7,49.4,5.699999999999999
05COPPVC4,Pvc Cople 4,371.0,19.5,39.0,4.5
05COPPVCH12,Pvc Hco Cople 1/2,399.0,13.0,26.0,3.0
05CPOPVC6,Pvc Cople 6,20.0,52.0,104.0,12.0
05NIPIN1,Insercion Niple 1,45.0,6.5,13.0,1.5
05NIPPI2,Insercion Niple 2,100.0,32.5,65.0,7.5
05NIPPVCIN12,Insercion Niple 1/2,137.0,9.75,19.5,2.25
05NIPPVCIN34,Insercion Niple 3/4,71.0,65.0,130.0,15.0
05PEGACPVC50,Pegamento cpvc 50 gms,37.0,14.625,29.25,3.375
05PEGAD120,Pegamento alta dens 118 ml,102.0,9.75,19.5,2.25
05PEGAD240,Pegamento alta dens 240 ml,70.0,8.9375,17.875,2.0625
05PEGAD500,Pegamento alta dens 500 ml,40.0,8.125,16.25,1.875
05PEGAD7471,Pegamento alta dens 1 LTO,15.0,6.5,13.0,1.5
05PEGF150,Pegamento flowguard cpvc 118 ml,66.0,6.5,13.0,1.5
05PEGF250,Pegamento flowguard cpvc 250 ml,52.0,6.5,13.0,1.5
05RBPH1121,Pvc Red Bushing  c40 1 1/2 x 1,35.0,13.0,26.0,3.0
05REDPVC32,Pvc Reduccion 3 a 2,252.0,19.5,39.0,4.5
05REDPVC42,Pvc Reduccion 4 a 2,395.0,18.2,36.4,4.199999999999999
05REDPVC43,Pvc Reduccion 4 a 3,244.0,14.625,29.25,3.375
05TAPMPVC2,Pvc Tapon Macho  2,193.0,9.75,19.5,2.25
05TAPMPVC4,Pvc Tapon Macho 4,193.0,8.666666666666666,17.333333333333332,2.0
05TEEPVC2,Pvc Tee 2,332.0,80.60000000000001,161.20000000000002,18.6
05TEEPVC3,Pvc Tee 3,396.0,11.700000000000001,23.400000000000002,2.7
05TEEPVC4,Pvc Tee 4,307.0,32.5,65.0,7.5
05TEEPVCH12,Pvc Tee Hco 1/2,228.0,26.0,52.0,6.0
05TEEPVCIN12,Insercion Tee 1/2 ,100.0,10.833333333333334,21.666666666666668,2.5
05TPH2,Pvc Tapon Hco c-40 2,10.0,65.0,130.0,15.0
05TPVC402,Tubo Pvc Hco Abocinado 2,56.0,32.5,65.0,7.5
05TUBCPV12,Tubo Cpvc 1/2,452.45,141.25312499999998,282.50624999999997,32.596875
05TUBCPVC34,Tubo Cpvc 3/4,494.1,49.5625,99.125,11.4375
05TUBKIT,Tubo kiteck 1/2,6.0,95.875,191.75,22.125
05TUBPVCH1,Tubo Pvc Hco Abocinado 1,52.5,35.75,71.5,8.25
05TUBPVCHA34,Tubo Pvc Hco Abocinado 3/4 c40,110.0,17.875,35.75,4.125
05TUBPVCN2,Tubo Pvc Norma 2,848.0,126.45454545454544,252.90909090909088,29.18181818181818
05TUBPVCN3,Tubo Pvc Norma 3,207.0,148.20000000000002,296.40000000000003,34.2
05TUBPVCN4,Tubo Pvc Norma 4,1638.6,193.22727272727272,386.45454545454544,44.59090909090909
05TUBPVCN6,Tubo Pvc Norma 6,108.0,160.875,321.75,37.125
05TUH40,Tuerca Union Hco C-40 1,30.0,19.5,39.0,4.5
05TUHC402,Tuerca Union Hco C-40 2,1.0,19.5,39.0,4.5
05VALPVCER12,Valvula esfera pvc 1/2,9.0,6.5,13.0,1.5
05YEEPVC2,Pvc Yee 2,290.0,136.5,273.0,31.5
05YEEPVC3,Pvc Yee 3,265.0,6.5,13.0,1.5
05YEEPVC4,Pvc Yee 4,237.0,18.416666666666668,36.833333333333336,4.25
06MANGU,Manguera indust transp 2,39.0,26.0,52.0,6.0
06MANIN34,Manguera industrial 3/4,13.3,97.5,195.0,22.5
08POLF34,Poliducto flex 3/4,1393.8,412.75,825.5,95.25
05BIO1300,Biodigestor autolimpiable 1300 Lts,0.0,6.0,12.0,1.0
05CISTDR500,Cisterna rotoplas 5000 sin equipo,0.0,18.0,36.0,3.0
05CODPL12,Plus Codo 90 x 20mm 1/2,661.0,51.272727272727266,102.54545454545453,8.545454545454545
05CODPL34,Plus Codo 90 x 25mm 3/4,351.0,84.75,169.5,14.125
05CODPL4512,Plus Codo 45 x 1/2,371.0,34.8,69.6,5.8
05CODPL4534,Plus Codo 45 x 3/4,156.0,90.0,180.0,15.0
05CODPLH,Plus Codo Hembra 20mm x 90 x 1/2,85.0,6.0,12.0,1.0
05CONP34,Plus Conector Hembra 25mm 3/4,733.0,45.0,90.0,7.5
05CONPH12,Plus Conector Hembra 1/2,523.0,18.0,36.0,3.0
05CONPL12,Plus Conector Macho 20 x 1/2,582.0,56.400000000000006,112.80000000000001,9.4
05CONPL34,Plus Conector Macho 25mm 3/4,391.0,132.0,264.0,22.0
05COPL12,Plus Cople 20mm 1/2,693.0,42.0,84.0,7.0
05COPL34,Plus Cople 25mm 3/4,776.0,44.0,88.0,7.333333333333333
05CPM1,Plus Conector Macho 32 mm 1,117.0,6.0,12.0,1.0
05E305,Plus Conector Reduc Macho 3/4 a 1/2,62.0,54.0,108.0,9.0
05FLOPTIN,Flotador para tinaco,32.0,6.0,12.0,1.0
05PLCORH31,Plus Conector Reduc Hembra 1/2 a 3/4,82.0,6.0,12.0,1.0
05PLJLR20,Plus Llave p/empotrar juego 20 mm,19.0,6.0,12.0,1.0
05REDPL134,Plus Reduccion 1 x 3/4,293.0,6.0,12.0,1.0
05REDPL3412,Plus Reduccion 3/4 x 1/2,319.0,18.0,36.0,3.0
05TAPPL12,Plus Tapon 1/2,181.0,42.0,84.0,7.0
05TEEPL12,Plus Tee 20mm 1/2,515.0,28.5,57.0,4.75
05TEEPL34,Plus Tee 25mm 3/4,475.0,75.0,150.0,12.5
05TINRTT1100,Tinaco rotoplas 1100 tricapa,1.0,12.0,24.0,2.0
05TUBPL12,Tubo Plus 16/20mm 1/2,489.0,33.0,66.0,5.5
05TUBPL34,Tubo Plus 16/25mm 3/4,389.0,47.14285714285714,94.28571428571428,7.857142857142857
05TUEP12,Plus Tuerca Union 1/2,105.0,12.0,24.0,2.0
05TUEUNPLUS34,Plus Tuerca Union 3/4,78.0,24.0,48.0,4.0
05VAL12,Valvula p/flotador 1/2,39.0,6.0,12.0,1.0
06310841,Regadera electrica Mod 5000w,4.0,6.0,12.0,1.0
06320068,Bomba presurizadora 12HP 110V,4.0,6.0,12.0,1.0
06RELOBDA,Registro de Lodos BDA,0.0,6.0,12.0,1.0
08PVAL12,Plus Valvula Esfera 1/2,53.0,6.0,12.0,1.0
08PVAL34,Plus Valvula Esfera 3/4,38.0,15.0,30.0,2.5
05COPGAL1,Galv Cople 1,23.0,6.0,12.0,1.0
05GANIBO1,Galv Niple Botella 1,19.0,12.0,24.0,2.0
05GANIBO34,Galv Niple Botella 3/4,15.0,36.0,72.0,6.0
05NIPGAL124,Galv Niple 1/2 x 4,79.0,45.0,90.0,7.5
05NIPGALV122,Galv Niple 1/2 x 2,17.0,42.0,84.0,7.0
05REDGALV3112,Galv Red campana 3/4 x 1/2,86.0,6.0,12.0,1.0
05TAPH,Galv Tapon Hembra  3/4,81.0,90.0,180.0,15.0
05TAPHGAL2,Galv Tapon Hembra 2,28.0,6.0,12.0,1.0
05TAPMGAL34,Galv Tapon Macho 3/4,64.0,6.0,12.0,1.0
05TEEG2,Galv Tee 2,24.0,6.0,12.0,1.0
05TEEGAL12,Galv Tee 1/2,46.0,12.0,24.0,2.0
05COPGAL2,Galv Cople 2,8.0,36.0,72.0,6.0
05GACO11490,Galv codo 11/4x90,14.0,6.0,12.0,1.0
05GALV114,Galv niple 1 1/4 x 3,12.0,6.0,12.0,1.0
05GNI11412,Galv Niple 1 1/4 x 12,14.0,6.0,12.0,1.0
05NG122,Galv Niple 2 x 12,19.0,6.0,12.0,1.0
05NIPG24,Galv Niple 2 x 4,9.0,6.0,12.0,1.0
05NIPGAL1212,Galv Niple 1/2 x12,19.0,6.0,12.0,1.0
05NIPGAL126,Galv Niple 1/2 x 6,29.0,48.0,96.0,8.0
05NIPGALVRC12,Galv Niple rosc corr 1/2,78.0,60.0,120.0,10.0
05REDGAL11212,Galv Red Bushing 1 x 1/2,43.0,12.0,24.0,2.0
05REDGALV11122,Galv Red Bushing 1 1/4 x 1,32.0,0.0,0.0,0.0
05REDGALVB3412,Galv Red Bushing 3/4 x 1/2,17.0,21.0,42.0,3.5
05TUBGALV2,Tubo galv p/cond agua 2 6.4m,3.0,6.0,12.0,1.0
05GANIBO21,Galv niple botella 2 1/2,9.0,7.5,15.0,2.5
05NIPG1126,Galv Niple 1 1/2 x  6,9.0,7.5,15.0,2.5
05TUBG3,Tubo galv 3 C-18 6m,57.0,103.5,207.0,17.25
05TUBGALV51126,Tubo galv 1 1/2 C-20 6m,32.5,57.599999999999994,115.19999999999999,9.6
05TUBGALV5138,Tubo galv 1 3/8 C-20 6 ml,105.62,42.0,84.0,7.0
0603920010,Guante Surtimex Rojo #9,20.0,18.0,36.0,3.0
06ABRA2,Abrazadera Tencion  2,209.0,352.0,704.0,58.666666666666664
06ABRA3,Abrazadera Tension 3,178.0,240.0,480.0,40.0
06ABRC2,Abrazadera cople 2,114.0,618.0,1236.0,103.0
06ARC3,Abrazadera cople 3,89.0,150.0,300.0,25.0
06BIHE2,Bisagra hembra 2,41.0,12.0,24.0,2.0
06BIM2,Bisagra macho 3,51.0,6.0,12.0,1.0
06CMO2158,Capuchon marco ochavo 2x1 5/8,470.0,108.0,216.0,18.0
06CONT112,Conector p/tubo galv 1 1/2,333.0,120.0,240.0,20.0
06CONT138,Conector p/tubo galv 1 3/8,155.0,84.0,168.0,14.0
06COP112,Cople final Universal 1 1/2,135.0,60.0,120.0,10.0
06ESPC,Espadin compuesto 2,402.0,312.0,624.0,52.0
06TAPC138,Tapon cupula 1 3/8,264.0,84.0,168.0,14.0
06TAPC3,Tapon cupula 3,108.0,44.0,88.0,7.333333333333333
06TORNIN,Tornillo inoxidable,612.0,904.0,1808.0,150.66666666666666
06AMATRAF4,Pint Esmalte Amarillo Trafico Gal 280,10.0,6.0,12.0,1.0
06BLAN2005,Pint Vin Blanco cub19lts 500,11.0,8.0,16.0,1.3333333333333333
06ESM205D00100,Pint esmalte rojo bermellon ESM205D00100,13.0,12.0,24.0,2.0
06EX0113,Pint esmalte gris perla 1 lt,6.0,6.0,12.0,1.0
06EX011340,Pint esmalte Gris 4 Lt 221,8.0,8.0,16.0,1.3333333333333333
06EX0777,Pint esmalte amarillo 1 lt,8.0,6.0,12.0,1.0
06FONDSG,Fondo anticorr rojo oxido lt,26.0,6.0,12.0,1.0
06FONDUK,Fondo anticor gris Lto,3.0,10.8,21.6,1.8
06FONSDS,Fondo oxido galon PRE207,9.0,12.0,24.0,2.0
06OINESMNEGAL,Pint Esmalte Secado Rapido Negro Galon 200,7.0,6.0,12.0,1.0
06PEB1,Pint esmalte blanco 1 lt 211,26.0,9.600000000000001,19.200000000000003,1.6
06PEB12,Pint esmalte blanco 1/2 211,8.0,12.0,24.0,2.0
06PEB4,Pint esmalte blanco 4 lt 211,11.0,15.0,30.0,2.5
06PECEXG,Pint Esmalte Cafe Expresso Galon 201,18.0,6.0,12.0,1.0
06PEN1,Pint esmalte negro 1 lt 200,15.0,9.600000000000001,19.200000000000003,1.6
06PEN12,Pint esmalte negro 1/2,9.0,12.0,24.0,2.0
06PEN4,Pint esmalte negro 4 lt 200,21.0,6.0,12.0,1.0
06PENM1,Pint esmalte negro mate 1 lt,2.0,72.0,144.0,12.0
06PER12,Pint esmalte rojo 1/2 lt,9.0,12.0,24.0,2.0
06PESB,Pint esmalte secado rap blanco 1lt 211,13.0,12.0,24.0,2.0
06PESC,Pint esmalte cafe 4 lt 208,7.0,6.0,12.0,1.0
06PESN,Pint esmalte sec rap negro 1lt 200,14.0,9.0,18.0,1.5
06PEV1,Pint esmalte verde 1 lt 210,0.0,12.0,24.0,2.0
06PINESMBCO,Pint Esmalte Secado Rapido Blanco Galon  211,4.0,6.0,12.0,1.0
06PINTDL,Pint esmalte naranja 1lt 204,6.0,6.0,12.0,1.0
06pinesmaz1/2,Pint Esmalte Azul 1/2 282,11.0,12.0,24.0,2.0
06BLOKVIDRIO,Block Vidrio Oceano Sea Wave 19x19x8,49.0,36.0,72.0,6.0
06CDCCNP019,Conduit Conector t/pesado 3/4,60.0,60.0,120.0,10.0
06CDTP019,Tubo Conduit Pvc Traf Pes 3/4,94.0,219.0,438.0,36.5
06CDTP025,Tubo Conduit Pvc Traf Pes 1,29.0,54.0,108.0,9.0
06CODP12,poliducto codo 1/2,680.0,114.0,228.0,19.0
06CODP3,poliducto codo 3/4,577.0,135.60000000000002,271.20000000000005,22.6
0846931,Conduit Conector 3/4 TubFlex,30.0,36.0,72.0,6.0
0846973,Condulet 1/2 LR,10.0,12.0,24.0,2.0
08ACOMAVT,Acometida adapt p/varilla a tierra,49.0,7.199999999999999,14.399999999999999,1.2
08ACOMBI,Acometida base iusa,70.0,7.199999999999999,14.399999999999999,1.2
08ACOMM114,Acometida mufa 1 1/4,67.0,7.199999999999999,14.399999999999999,1.2
08ACOMS23,Acometida switch 2x30 c/inter,45.0,18.0,36.0,3.0
08ACOMVC,Acometida varilla cobre,64.0,7.0,14.0,1.1666666666666667
08ACORED12,Acometida reducc 1 1/4 a 1/2 p/base,57.0,7.199999999999999,14.399999999999999,1.2
08APAGMON,Apagador Montana,49.0,36.0,72.0,6.0
08BICCH115,Bote integral c/ch 11.5 cm,163.0,36.0,72.0,6.0
08BICCH8,Bote integral c/ch 8 cm,607.0,93.0,186.0,15.5
08CARHNGO,Cable THW LS 600v c2 Ngo,0.0,120.0,240.0,20.0
08CATH20K,Cable THW LS 600v c2/0,0.0,510.0,1020.0,85.0
08CC34,Conduit codo 3/4 PG,54.0,60.0,120.0,10.0
08CC34PG,Conduit cople 3/4 pg,0.0,234.0,468.0,39.0
08CCPTP34,Conduit codo pvc traf pes 3/4,107.0,24.0,48.0,4.0
08CCTP1,Conduit conector traf pes 1,19.0,60.0,120.0,10.0
08CDCP013,Conduit Codo Pvc Traf Pes 1,85.0,30.0,60.0,5.0
08CENC1,Centro de carga 1,45.0,9.0,18.0,1.5
08CENC2,Centro de carga 2,31.0,12.0,24.0,2.0
08CODC1PG,Conduit codo 1 pg,18.0,12.0,24.0,2.0
08CONC12,Conduit conector 1/2 pd,184.0,83.0,166.0,13.833333333333334
08CONMON,Contacto Montana,44.0,48.0,96.0,8.0
08CONPDAB,Contacto duplex EA29,27.0,9.0,18.0,1.5
08COPCPG12,Conduit cople 1/2 pd,460.0,120.0,240.0,20.0
08COTOPE,Conector a Tope,0.0,6.0,12.0,1.0
08COUR12,Conduit conector uso rudo 1/2,51.0,12.0,24.0,2.0
08E362501,Apagador senc scudetto,149.0,6.0,12.0,1.0
08E362560,Placa 1v scudetto,46.0,6.0,12.0,1.0
08E362561,Placa 2v scudetto,35.0,90.0,180.0,15.0
08INTSOBRP,Interior Susp/Sobrep 150w,0.0,24.0,48.0,4.0
08PASQ15,Pastilla squad 15,27.0,6.0,12.0,1.0
08PASQ30,Pastilla squard 30,46.0,8.666666666666666,17.333333333333332,1.4444444444444444
08PLAMON1,Placa Plastica Montana 1V,30.0,30.0,60.0,5.0
08PLAMON2,Placa Plastica Montana 2V,36.0,48.0,96.0,8.0
08POL12,Poliducto 1/2,533.62,537.6923076923076,1075.3846153846152,89.61538461538461
08POLF12,Poliducto flex 1/2,924.3,368.4,736.8,61.4
08TUBA114,Acometida tubo 1 1/4 3M,42.0,8.0,16.0,1.3333333333333333
08TUBC12PD,Tubo Conduit 1/2 PD,92.0,46.0,92.0,7.666666666666667
08TUBC34PG,Tubo Conduit 3/4 PG,24.0,48.0,96.0,8.0
08TUBCPVC112,Tubo Conduit Pvc traf pes 1 1/2,39.0,18.0,36.0,3.0
08TUCON1,Tubo conduit 1 PD,18.0,12.0,24.0,2.0
06COLCA,Color p/cem amarillo oxido,11.0,6.0,12.0,1.0
06COLCAZ,Color p/cem azul acuario,27.0,24.0,48.0,4.0
06COLCN,Color p/cem negro,0.0,48.0,96.0,8.0
06COLCR,Color p/cem rojo oxido,61.0,6.0,12.0,1.0
06LAV60,Lavadero de concreto 60cm,0.0,0.0,0.0,0.0
06MS50,Malla sombra 50%,113.0,24.0,48.0,4.0
06PF81,Pija 8x1,3362.0,0.0,0.0,0.0
06PIJ10112,Pija 10x1 1/2,2449.0,0.0,0.0,0.0
06PIJ83,Pija 8x3,1488.0,0.0,0.0,0.0
06PIJ834,Pija 8x3/4,2492.0,0.0,0.0,0.0
06PINTESMAZMOD,Pint Esmalte Azul Modelo Cub 19 lt,0.0,12.0,24.0,2.0
06POSTV6,Poste acero p/cerca 6 pies (1.83 MT),1962.0,100.0,200.0,16.666666666666668
06SKF,Sikaflex blanco cartucho,16.0,12.0,24.0,2.0
06T501,Thinner americano 501,464.25,41.368421052631575,82.73684210526315,6.894736842105263
06VELNFAM,Velmar NF C3 amarillo galon,0.0,6.0,12.0,1.0
06VELNFAZ,Velmar NF V3 azul holandes galon,0.0,6.0,12.0,1.0
06VENFBL,Vekmar NF blanco,0.0,6.0,12.0,1.0
06VENFGR,Velmar NF V1 gris galon,0.0,6.0,12.0,1.0
BHZI75,Barra Blanca 75kg,257.0,0.0,0.0,0.0
