Claart,Fecncre,Cant,Clacli,Clatipcli,Numfac
01CAL,31/03/17,8.0,HEGI83,4,ZI005012
05CODPVC645,31/03/17,12.0,HEGI83,4,ZI005020
05CPOPVC6,31/03/17,19.0,HEGI83,4,ZI005020
05PEGAD7471,31/03/17,2.0,HEGI83,4,ZI005020
05TUBPVCN6,31/03/17,96.0,HEGI83,4,ZI005020
06LIJAJ7380,31/03/17,4.0,HEGI83,4,ZI005020
01CEMBIG,31/03/17,2.0,HEGI83,4,ZI005023
01BLO15,31/03/17,1200.0,HEGI83,4,ZI005054
01ARM204,04/03/17,6.0,MCS85,4,ZI005723
03POL46,04/03/17,240.0,MCS85,4,ZI006071
03POL88,04/03/17,430.0,MCS85,4,ZI006071
04HPPB141,04/03/17,350.0,MCS85,4,ZI006071
01BLO15,04/03/17,130.0,MCS85,4,ZI005375
01ALREC,04/03/17,10.82,MCS85,4,ZI005511
03LA10126500,04/06/17,20.0,AATF77,14,ZI006159
03LG41026,04/06/17,2.0,AATF77,14,ZI006159
01TAR,04/07/17,10.0,ROZG45,8,ZI004977
01TAR,04/07/17,6.0,ROZG45,8,ZI005181
01CEMBIG,04/07/17,2.0,GOA14,0,ZI006125
01EC25,21/04/17,8.0,MRS636,8,ZI006513
01ALAM,28/04/17,100.0,MRS1850,8,ZI005972
01ALREC,28/04/17,100.0,MRS1850,8,ZI005972
01EST1520,28/04/17,41.8,PEJE72,4,ZI006707
01ALREC,05/02/17,92.5,HEGI83,4,ZI004941
01ARM204,05/02/17,370.0,HEGI83,4,ZI004941
01CEMCAZ50,05/02/17,962.0,HEGI83,4,ZI004941
01MALSOL10,05/02/17,444.0,HEGI83,4,ZI004941
01VAR38,05/02/17,481.0,HEGI83,4,ZI004941
06CLA212,05/02/17,111.0,HEGI83,4,ZI004941
06CLAC212,05/02/17,37.0,HEGI83,4,ZI004941
08CAJCHR,05/02/17,74.0,HEGI83,4,ZI004941
08CAJO4R,05/02/17,37.0,HEGI83,4,ZI004941
08POL12,05/02/17,296.0,HEGI83,4,ZI004941
01CEMBIG,05/02/17,10.0,HEGI83,4,ZI004997
01CEMBIG,05/02/17,4.0,HEGI83,4,ZI005071
01BLO12,05/02/17,100.0,HEGI83,4,ZI005081
01VAR38,05/02/17,1.0,HEGI83,4,ZI005081
01BLO15,05/02/17,1200.0,HEGI83,4,ZI005106
01CEMBIG,05/02/17,2.0,HEGI83,4,ZI005118
01BLO15,05/02/17,1200.0,HEGI83,4,ZI005160
01BLO15,05/02/17,1200.0,HEGI83,4,ZI005177
05CPOPVC6,05/02/17,5.0,HEGI83,4,ZI005194
01CEMBIG,05/02/17,2.0,HEGI83,4,ZI005197
01BLO15,05/02/17,1200.0,HEGI83,4,ZI005264
01CEMBIG,05/02/17,2.0,HEGI83,4,ZI005271
01BLO15,05/02/17,1200.0,HEGI83,4,ZI005299
01BLO15,05/02/17,1200.0,HEGI83,4,ZI005300
01CEMBIG,05/02/17,2.0,HEGI83,4,ZI005311
01BLO15,05/02/17,300.0,HEGI83,4,ZI005420
01BAB1030,05/02/17,400.0,HEGI83,4,ZI005872
01MALSOL6,05/02/17,100.0,HEGI83,4,ZI006348
03LP100265,05/02/17,61.0,HEGI83,4,ZI004449
03LPO100266,05/02/17,59.0,HEGI83,4,ZI004449
01ES,05/02/17,2.0,PED02,0,ZI006214
01CAL,05/02/17,50.0,MRS311,8,ZI006434
01CEMCAZ50,05/02/17,300.0,MRS311,8,ZI006434
03POL66,05/03/17,474.29,HEGI83,4,ZI005418
03POL66,05/03/17,107.14,HEGI83,4,ZI005454
03POL66,05/03/17,428.5,HEGI83,4,ZI005456
03POL66,05/03/17,714.33,HEGI83,4,ZI005669
03POL66,05/03/17,75.74,HEGI83,4,ZI005762
03PTR11210,05/03/17,400.42,HEGI83,4,ZI005762
03PTR11210,05/03/17,161.18,HEGI83,4,ZI005921
01CEMBIG,05/04/17,2.0,HERV82,0,ZI006724
01BLO15,05/04/17,1000.0,SIG72,4,ZI005753
01CEMBIG,05/04/17,2.0,SIG72,4,ZI006571
01ARM204,05/04/17,1.0,MRS4000,0,ZI005013
01BAB1030,05/04/17,550.0,MRS4000,0,ZI005075
01ARM204,05/04/17,1.0,MRS4000,0,ZI005009
01YEM,05/04/17,20.0,MRS4000,0,ZI005009
01CAL,05/04/17,60.0,MRS4000,0,ZI005010
01ALREC,05/04/17,61.4,MRS4000,0,ZI005111
01EST123,05/04/17,2.0,MRS4000,0,ZI005640
01YEM,05/04/17,37.0,MRS4000,0,ZI005169
01ALREC,05/10/17,15.0,EAGI80,4,ZI006851
01VAR38,05/10/17,40.0,EAGI80,4,ZI006851
01BLO15,16/05/17,1000.0,MCS85,4,ZI006271
GTRAS,16/05/17,1.0,MCS85,4,ZI006271
01BLO15,16/05/17,1000.0,MCS85,4,ZI006284
GTRAS,16/05/17,1.0,MCS85,4,ZI006284
01ALAM,16/05/17,30.0,MCS85,4,ZI006285
01ALREC,16/05/17,15.0,MCS85,4,ZI006285
01ARM204,16/05/17,20.0,MCS85,4,ZI006285
01BLO15,16/05/17,300.0,MCS85,4,ZI006285
01CAL,16/05/17,25.0,MCS85,4,ZI006285
01CEMCAZ50,16/05/17,80.0,MCS85,4,ZI006285
01VAR38,16/05/17,80.0,MCS85,4,ZI006285
GTRAS,16/05/17,1.0,MCS85,4,ZI006285
01CEMCAZ50,18/05/17,280.0,MRS1987,8,ZI006195
01CEMCAZ50,16/05/17,120.0,MCS85,4,ZI006288
01CEMCAZ50,16/05/17,300.0,MCS85,4,ZI006325
01ALAM,16/05/17,40.0,MCS85,4,ZI006335
01ALREC,16/05/17,20.0,MCS85,4,ZI006335
01ARM204,16/05/17,30.0,MCS85,4,ZI006335
01BLO15,16/05/17,600.0,MCS85,4,ZI006335
01CAL,16/05/17,30.0,MCS85,4,ZI006335
01CEMCAZ50,16/05/17,100.0,MCS85,4,ZI006335
01VAR38,16/05/17,100.0,MCS85,4,ZI006335
GTRAS,16/05/17,1.0,MCS85,4,ZI006335
01BLO15,16/05/17,1000.0,MCS85,4,ZI006336
GTRAS,16/05/17,1.0,MCS85,4,ZI006336
01CEMCAZ50,16/05/17,400.0,MCS85,4,ZI006039
01CAL,16/05/17,30.0,MCS85,4,ZI006270
01CEMCAZ50,16/05/17,100.0,MCS85,4,ZI006270
01VAR38,16/05/17,110.0,MCS85,4,ZI006270
GTRAS,16/05/17,1.0,MCS85,4,ZI006270
01ALAM,16/05/17,40.0,MCS85,4,ZI006270
01ALREC,16/05/17,20.0,MCS85,4,ZI006270
01ARM204,16/05/17,30.0,MCS85,4,ZI006270
01BLO15,16/05/17,500.0,MCS85,4,ZI006270
01CEMCAZ50,16/05/17,300.0,MCS85,4,ZI006352
01CEMCAZ50,16/05/17,30.0,MCS85,4,ZI006400
01CEMCAZ50,16/05/17,80.0,MCS85,4,ZI006407
01CEMCAZ50,16/05/17,120.0,MCS85,4,ZI006410
01CEMCAZ50,16/05/17,120.0,MCS85,4,ZI006549
01ALAM,16/05/17,200.0,MCS85,4,ZI006551
01ALREC,16/05/17,50.0,MCS85,4,ZI006551
01VAR38,16/05/17,25.0,MCS85,4,ZI006551
01CEMCAZ50,16/05/17,140.0,MCS85,4,ZI006555
01ALREC,16/05/17,10.0,MCS85,4,ZI006601
05CODPVC290,16/05/17,7.0,MCS85,4,ZI006601
05CODPVC490,16/05/17,6.0,MCS85,4,ZI006601
05COPPVC23,16/05/17,4.0,MCS85,4,ZI006601
05COPPVCH12,16/05/17,6.0,MCS85,4,ZI006601
05CPHC401245,16/05/17,8.0,MCS85,4,ZI006601
05PEGAD7471,16/05/17,1.0,MCS85,4,ZI006601
05TEEPVC2,16/05/17,7.0,MCS85,4,ZI006601
05TEEPVC4,16/05/17,2.0,MCS85,4,ZI006601
05TEEPVC42,16/05/17,2.0,MCS85,4,ZI006601
05TEEPVCH12,16/05/17,7.0,MCS85,4,ZI006601
05TUBPVCHA12,16/05/17,2.0,MCS85,4,ZI006601
05TUBPVCN2,16/05/17,12.0,MCS85,4,ZI006601
05TUBPVCN4,16/05/17,12.0,MCS85,4,ZI006601
06CLA212,16/05/17,10.0,MCS85,4,ZI006601
06CLAC212,16/05/17,5.0,MCS85,4,ZI006601
08CAJCHR,16/05/17,30.0,MCS85,4,ZI006601
08CAJO4R,16/05/17,30.0,MCS85,4,ZI006601
08POL12,16/05/17,200.0,MCS85,4,ZI006601
GTRAS,16/05/17,1.0,MCS85,4,ZI006601
03101AL18,15/05/17,7.4,MRS1850,8,ZI006259
03103TS18,15/05/17,8.4,MRS1850,8,ZI006259
03116CHCE,15/05/17,8.8,MRS1850,8,ZI006259
03121CH18,15/05/17,24.0,MRS1850,8,ZI006259
03122ES18,15/05/17,8.0,MRS1850,8,ZI006259
03123AR18,15/05/17,8.6,MRS1850,8,ZI006259
03124GVC18,15/05/17,4.0,MRS1850,8,ZI006259
03154JUN18,15/05/17,1.4,MRS1850,8,ZI006259
03PTR214,15/05/17,53.4,MRS1850,8,ZI006259
03PTR4414,15/05/17,144.0,MRS1850,8,ZI006259
03SOL3162,15/05/17,12.0,MRS1850,8,ZI006259
03TM18114,15/05/17,33.6,MRS1850,8,ZI006259
03TM182,15/05/17,9.4,MRS1850,8,ZI006259
03VCUA12,15/05/17,39.0,MRS1850,8,ZI006259
04HSI2176,15/05/17,4.0,MRS1850,8,ZI006259
04TAPB4,15/05/17,8.0,MRS1850,8,ZI006259
06TAQ38,15/05/17,20.0,MRS1850,8,ZI006259
01VAR38,05/12/17,29.0,EAGI80,4,ZI006851
05ELECT5,26/05/17,1.0,GAMJ82PERSONAL,0,ZI006800
01CEMCAZ50,30/05/17,300.0,MCS85,4,ZI006795
08TAPV1,07/12/17,40.0,HEGI83,4,ZI005921
PAQAR,07/12/17,20.0,HEGI83,4,ZI005921
01BLO15,07/12/17,42.0,HEGI83,4,ZI005921
01CEMCAZ50,07/12/17,40.0,HEGI83,4,ZI005921
067593,07/12/17,40.0,HEGI83,4,ZI005921
06PIJ8112,07/12/17,80.0,HEGI83,4,ZI005921
08CAB12,07/12/17,300.0,HEGI83,4,ZI005921
08CONPDAB,07/12/17,40.0,HEGI83,4,ZI005921
08ROS4,07/12/17,40.0,HEGI83,4,ZI005921
08TAPDM,07/12/17,40.0,HEGI83,4,ZI005921
01CEMBIG,07/12/17,4.0,HEGI83,4,ZI006001
03PTR21214,06/12/17,4406.4,PEJE72,4,ZI007443
03PTR21214,06/12/17,1293.6,PEJE72,4,ZI007523
01TAR,17/06/17,2.0,HEGI83,4,ZI000935
02FPYI,17/06/17,13.0,HEGI83,4,ZI006987
03LAT41014,20/06/17,1.0,PAP07,4,ZI007505
01BLO15,29/06/17,1000.0,MCS85,4,ZI005377
01BLO15,29/06/17,700.0,MCS85,4,ZI005526
01CAL,29/06/17,15.0,MCS85,4,ZI005539
01CEMCAZ50,29/06/17,35.0,MCS85,4,ZI005539
01VAR38,29/06/17,7.0,MCS85,4,ZI005539
01ALAM,29/06/17,40.0,MCS85,4,ZI005245
01ALREC,29/06/17,20.0,MCS85,4,ZI005245
01ARM204,29/06/17,15.0,MCS85,4,ZI005245
01CEMCAZ50,29/06/17,65.0,MCS85,4,ZI005245
01VAR38,29/06/17,72.0,MCS85,4,ZI005245
06CLA2,29/06/17,1.0,MCS85,4,ZI005245
06CLA212,29/06/17,8.0,MCS85,4,ZI005245
08CAJCHR,29/06/17,2.0,MCS85,4,ZI005245
08CAJO4R,29/06/17,4.0,MCS85,4,ZI005245
08POL12,29/06/17,50.0,MCS85,4,ZI005245
01BLO15,29/06/17,1000.0,MCS85,4,ZI005376
01CEMCAZ50,29/06/17,25.0,MCS85,4,ZI005540
01ALAM,29/06/17,200.0,MCS85,4,ZI005600
06ALAPUVAQ,29/06/17,10.0,MCS85,4,ZI005600
01CEMCAZ50,29/06/17,50.0,MCS85,4,ZI005619
01ALAM,29/06/17,400.0,MCS85,4,ZI005686
01ALAM,29/06/17,400.0,MCS85,4,ZI005719
01VAR38,29/06/17,12.0,MCS85,4,ZI005719
01BLO15,29/06/17,300.0,MCS85,4,ZI005931
01CAL,29/06/17,10.0,MCS85,4,ZI005931
01ALAM,29/06/17,200.0,MCS85,4,ZI006034
01ALREC,29/06/17,50.0,MCS85,4,ZI006034
01CEMCAZ50,29/06/17,400.0,MCS85,4,ZI006034
01VAR38,29/06/17,25.0,MCS85,4,ZI006034
05CODPVC645,29/06/17,1.0,MCS85,4,ZI006034
05CPOPVC6,29/06/17,3.0,MCS85,4,ZI006034
05PEGAD500,29/06/17,1.0,MCS85,4,ZI006034
03LA10126500,29/06/17,5.0,MCS85,4,ZI006186
01CEMCAZ50,29/06/17,400.0,MCS85,4,ZI006413
01BLO15,29/06/17,250.0,MCS85,4,ZI006977
05CODPVC490,29/06/17,16.0,MCS85,4,ZI006977
05TUBPVCN4,29/06/17,24.0,MCS85,4,ZI006977
01CEMCAZ50,29/06/17,12.0,MCS85,4,ZI007008
01CEMCAZ50,29/06/17,120.0,MCS85,4,ZI007056
01BLO15,29/06/17,300.0,MCS85,4,ZI007057
01CEMCAZ50,29/06/17,6.0,MCS85,4,ZI007292
04HDDCM7,30/06/17,1.0,MRS1165,0,ZI007908
03TC401,08/05/17,12.0,PMA94,0,ZI008404
05TUBGALV522,08/05/17,1.0,ROAJ771,0,ZI008503
01CEMBIG,08/08/17,4.0,MRS409,9,ZI008230
03ANG3163,29/07/17,35.0,BAHF81,0,ZI008379
03TM181,29/07/17,4.4,BAHF81,0,ZI008379
03TM18114,29/07/17,5.6,BAHF81,0,ZI008379
01BLO15,08/10/17,542.0,EAGI80,4,ZI008459
03POL36,08/02/17,30.4,MRS2043,0,ZI008438
08TUBCPVC34,08/10/17,3.0,EAGF77,4,ZI008535
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI006671
01ALAM,08/03/17,200.0,MCS85,4,ZI006785
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI006785
01VAR38,08/03/17,30.0,MCS85,4,ZI006785
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007191
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007221
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007361
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007436
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007527
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007634
01BLO15,08/03/17,2200.0,MCS85,4,ZI007675
01CEMCAZ50,08/03/17,150.0,MCS85,4,ZI007675
01VAR38,08/03/17,190.0,MCS85,4,ZI007675
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007694
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007754
01CEMCAZ50,08/03/17,400.0,MCS85,4,ZI007983
03TM1834,08/10/17,6.4,MRS2043,0,ZI008578
01CEMCAZ50,20/07/17,50.0,MUNICIPIO3,4,ZI006853
01CEMCAZ50,22/07/17,30.0,SIG72,4,ZI007137
01YEM,22/07/17,3.0,MRS4000,0,ZI005169
PAQAR,22/07/17,71.2,MRS4000,0,ZI005169
01BAB1030,22/07/17,219.0,MRS4000,0,ZI006837
06ESPEXP,16/08/17,2.0,HETC670,0,ZI008681
01ARM204,16/08/17,5.0,MRS2043,0,ZI008690
01TAR,19/08/17,2.0,LOLG72,0,ZI007895
01VAR58,23/08/17,4.0,JURF73,0,ZI008271
CORT,23/08/17,16.0,JURF73,0,ZI008271
03POL66,23/08/17,2250.0,JURF73,0,ZI008375
03PTR11212,23/08/17,1017.5,JURF73,0,ZI008375
03PTR211,23/08/17,902.4,JURF73,0,ZI008375
03VRED12,23/08/17,180.0,JURF73,0,ZI008375
03ANG144,23/08/17,124.0,JURF73,0,ZI008376
03POL66,23/08/17,1200.0,JURF73,0,ZI008376
03PTR11212,23/08/17,684.5,JURF73,0,ZI008376
03PTR211,23/08/17,423.0,JURF73,0,ZI008376
03VRED12,23/08/17,66.0,JURF73,0,ZI008376
03POL66,23/08/17,1300.0,JURF73,0,ZI008384
03PTR11212,23/08/17,1017.5,JURF73,0,ZI008384
03PTR211,23/08/17,902.4,JURF73,0,ZI008384
03VRED12,23/08/17,180.0,JURF73,0,ZI008384
03TAB3Z,30/08/17,12.0,MRS2043,0,ZI008984
03101AL20Z,30/08/17,7.4,MRS2043,0,ZI008984
03103TS20Z,30/08/17,4.2,MRS2043,0,ZI008984
03121CH20Z,30/08/17,8.0,MRS2043,0,ZI008984
03122ES20Z,30/08/17,3.8,MRS2043,0,ZI008984
03154JUN20Z,30/08/17,3.6,MRS2043,0,ZI008984
03M22520Z,30/08/17,7.6,MRS2043,0,ZI008984
03PP10020Z,30/08/17,8.0,MRS2043,0,ZI008984
03PZ12418,30/08/17,4.2,MRS2043,0,ZI008984
03TAB3Z,30/08/17,12.0,MRS2043,0,ZI008984
03VCUA38,30/08/17,30.8,MRS2043,0,ZI008984
01CEMCAZ50,31/08/17,80.0,MCS85,4,ZI007067
01ALAM,31/08/17,200.0,MCS85,4,ZI007087
01ALREC,31/08/17,50.0,MCS85,4,ZI007087
01VAR38,31/08/17,25.0,MCS85,4,ZI007087
01EST1520,31/08/17,22.8,MCS85,4,ZI007149
01VAR38,31/08/17,60.0,MCS85,4,ZI007149
08CAB12,31/08/17,100.0,MCS85,4,ZI007149
08CAJCHR,31/08/17,2.0,MCS85,4,ZI007149
08CAJO4R,31/08/17,2.0,MCS85,4,ZI007149
08POL12,31/08/17,50.0,MCS85,4,ZI007149
01CEMCAZ50,31/08/17,30.0,MCS85,4,ZI007178
08CAB12,31/08/17,300.0,MCS85,4,ZI007178
01CEMCAZ50,31/08/17,30.0,MCS85,4,ZI007179
08CAB12,31/08/17,200.0,MCS85,4,ZI007179
01CEMCAZ50,31/08/17,30.0,MCS85,4,ZI007180
08CAB12,31/08/17,300.0,MCS85,4,ZI007180
01BLO15,31/08/17,200.0,MCS85,4,ZI007293
GTRAS,31/08/17,1.0,MCS85,4,ZI007293
01ALREC,31/08/17,4.0,MCS85,4,ZI007325
01ARM204,31/08/17,8.0,MCS85,4,ZI007325
01BLO15,31/08/17,400.0,MCS85,4,ZI007325
01CEMCAZ50,31/08/17,25.0,MCS85,4,ZI007325
01MALSOL10,31/08/17,16.0,MCS85,4,ZI007325
01VAR38,31/08/17,17.0,MCS85,4,ZI007325
067593,31/08/17,1.0,MCS85,4,ZI007325
06CLA212,31/08/17,2.0,MCS85,4,ZI007325
08CAB12,31/08/17,20.0,MCS85,4,ZI007325
08CAJCHR,31/08/17,1.0,MCS85,4,ZI007325
08CAJO4R,31/08/17,1.0,MCS85,4,ZI007325
08CONPDAB,31/08/17,1.0,MCS85,4,ZI007325
08POL12,31/08/17,7.0,MCS85,4,ZI007325
GTRAS,31/08/17,1.0,MCS85,4,ZI007325
01ALREC,31/08/17,4.0,MCS85,4,ZI007468
01ARM204,31/08/17,8.0,MCS85,4,ZI007468
01BLO15,31/08/17,400.0,MCS85,4,ZI007468
01CEMCAZ50,31/08/17,25.0,MCS85,4,ZI007468
01MALSOL10,31/08/17,16.0,MCS85,4,ZI007468
01VAR38,31/08/17,17.0,MCS85,4,ZI007468
067593,31/08/17,1.0,MCS85,4,ZI007468
06CLA212,31/08/17,2.0,MCS85,4,ZI007468
08CAB12,31/08/17,20.0,MCS85,4,ZI007468
08CAJCHR,31/08/17,1.0,MCS85,4,ZI007468
08CAJO4R,31/08/17,1.0,MCS85,4,ZI007468
08CONPDAB,31/08/17,1.0,MCS85,4,ZI007468
08POL12,31/08/17,7.0,MCS85,4,ZI007468
GTRAS,31/08/17,1.0,MCS85,4,ZI007468
01VAR38,31/08/17,25.0,MCS85,4,ZI007489
01CEMCAZ50,31/08/17,120.0,MCS85,4,ZI007524
01ALAM,31/08/17,200.0,MCS85,4,ZI007606
03LA10126400,31/08/17,4.0,MCS85,4,ZI007661
01CEMCAZ50,31/08/17,334.0,MCS85,4,ZI008015
01CEMCAZ50,09/01/17,66.0,MCS85,4,ZI008015
03LA10126400,09/01/17,1.0,MCS85,4,ZI007661
01CEMCAZ50,09/02/17,17.0,EAGI80,4,ZI008775
01CEMBIG,09/05/17,2.0,CARA65,0,ZI008820
01ALAM,20/09/17,200.0,MCS85,4,ZI008244
01ALREC,20/09/17,50.0,MCS85,4,ZI008244
01VAR38,20/09/17,25.0,MCS85,4,ZI008244
03LA10126500,20/09/17,8.0,MCS85,4,ZI008245
03PTR4414,18/09/17,436.8,EAGF77,4,ZI008869
03PTR4414,18/09/17,436.8,EAGF77,4,ZI008870
03PTR4414,18/09/17,109.2,GIFE88,1,ZI008871
01CEMCAZ50,20/09/17,400.0,MCS85,4,ZI008150
01TAR,20/09/17,5.0,MCS85,4,ZI006956
05CG245,20/09/17,3.0,MCS85,4,ZI007699
05CODGAL290,20/09/17,2.0,MCS85,4,ZI007699
05COPGAL2,20/09/17,2.0,MCS85,4,ZI007699
05TUBGALV2,20/09/17,2.0,MCS85,4,ZI007699
01CAL,20/09/17,50.0,MRS311,8,ZI008887
01CEMBIG,20/09/17,2.0,MRS311,8,ZI008887
01CEMCAZ50,20/09/17,250.0,MRS311,8,ZI008887
01BLO15,20/09/17,250.0,MCS85,4,ZI007717
03LA10126500,20/09/17,3.0,MCS85,4,ZI007764
03TC3012,18/09/17,9.0,MCS85,4,ZI009247
03LA10126400,20/09/17,1.0,MCS85,4,ZI009011
04CORTMM,20/09/17,1.0,MCS85,4,ZI008155
04HDCM14,20/09/17,3.0,MCS85,4,ZI008155
01TRIPL58,20/09/17,58.0,MCS85,4,ZI008198
01BLO15,20/09/17,200.0,MCS85,4,ZI007529
01CEMCAZ50,20/09/17,40.0,MCS85,4,ZI007529
05COPPVC23,20/09/17,10.0,MCS85,4,ZI007678
05COPPVC4,20/09/17,3.0,MCS85,4,ZI007678
05TAPMPVC4,20/09/17,4.0,MCS85,4,ZI007678
05TEECPVCC12,20/09/17,10.0,MCS85,4,ZI007678
05TEEPVC2,20/09/17,12.0,MCS85,4,ZI007678
05TEEPVC4,20/09/17,4.0,MCS85,4,ZI007678
01ALAM,20/09/17,70.0,MCS85,4,ZI007678
01ALREC,20/09/17,30.0,MCS85,4,ZI007678
01ARM204,20/09/17,38.0,MCS85,4,ZI007678
01CAL,20/09/17,45.0,MCS85,4,ZI007678
05AACPVC12,20/09/17,6.0,MCS85,4,ZI007678
05ATCPVC12,20/09/17,18.3,MCS85,4,ZI007678
05CODCP9012,20/09/17,12.0,MCS85,4,ZI007678
05CODPVC290,20/09/17,16.0,MCS85,4,ZI007678
05CODPVC490,20/09/17,6.0,MCS85,4,ZI007678
05COPCP12,20/09/17,7.0,MCS85,4,ZI007678
05TEEPVC42,20/09/17,3.0,MCS85,4,ZI007678
05TUBPVCN2,20/09/17,12.0,MCS85,4,ZI007678
05TUBPVCN4,20/09/17,12.0,MCS85,4,ZI007678
06CLA212,20/09/17,13.0,MCS85,4,ZI007678
06CLA4,20/09/17,5.0,MCS85,4,ZI007678
06CLAC212,20/09/17,4.0,MCS85,4,ZI007678
08CAJCHR,20/09/17,20.0,MCS85,4,ZI007678
08CAJO4R,20/09/17,10.0,MCS85,4,ZI007678
08POL12,20/09/17,200.0,MCS85,4,ZI007678
03RIEL18,20/09/17,3.7,MCS85,4,ZI008090
03TC301,20/09/17,0.5,MCS85,4,ZI008090
03TC303,20/09/17,0.5,MCS85,4,ZI008090
03VRED34,20/09/17,13.6,MCS85,4,ZI008090
04HCRT,20/09/17,1.0,MCS85,4,ZI008090
04HSI2178,20/09/17,15.0,MCS85,4,ZI008090
03LG31026,20/09/17,30.0,MCS85,4,ZI008095
01CEMCAZ50,20/09/17,400.0,MCS85,4,ZI008197
03LA10126600,20/09/17,11.0,MCS85,4,ZI008201
03TC30212,20/09/17,24.0,MCS85,4,ZI008237
03TC30L,20/09/17,72.0,MCS85,4,ZI008237
01CEMCAZ50,20/09/17,400.0,MCS85,4,ZI008383
01ALREC,20/09/17,50.0,MCS85,4,ZI007604
01MALSOL10,20/09/17,400.0,MCS85,4,ZI007604
01VAR38,20/09/17,20.0,MCS85,4,ZI007604
01CEMCAZ50,20/09/17,120.0,MCS85,4,ZI007692
01ALREC,20/09/17,10.0,MCS85,4,ZI007716
01ARM204,20/09/17,4.0,MCS85,4,ZI007716
01BLO15,20/09/17,650.0,MCS85,4,ZI007716
01EST1520,20/09/17,26.0,MCS85,4,ZI007716
01VAR38,20/09/17,50.0,MCS85,4,ZI007716
06CLA212,20/09/17,5.0,MCS85,4,ZI007716
08CAJO4R,20/09/17,2.0,MCS85,4,ZI007716
08POL12,20/09/17,50.0,MCS85,4,ZI007716
0619660,20/09/17,2.0,MCS85,4,ZI007718
06CAT60ND,20/09/17,3.0,MCS85,4,ZI007718
01CEMCAZ50,20/09/17,3.0,MCS85,4,ZI007899
01CEMCAZ50,20/09/17,400.0,MCS85,4,ZI007934
01CEMCAZ50,20/09/17,30.0,MCS85,4,ZI007996
03ANG18114,20/09/17,19.2,ROLA75,8,ZI009391
03TAB38,20/09/17,65.2,ROLA75,8,ZI009391
0614681f,22/09/17,1.0,HEGI83,4,ZI008879
0624588,22/09/17,1.0,HEGI83,4,ZI008879
03POL46,22/09/17,800.0,HEGI83,4,ZI009002
01CEMCAZ50,25/09/17,50.0,MRS409,9,ZI009471
08CAJO4R,10/02/17,6.0,GAMJ82PERSONAL,0,ZI009575
08POL12,10/02/17,50.0,GAMJ82PERSONAL,0,ZI009575
06CLA212,11/03/17,6.0,GIFE88,1,ZI010203
05TUBGALV522,10/09/17,1.7,FUBE7112,0,ZI009295
05TUBGALV522,10/09/17,5.0,FUBE7112,0,ZI007622
06LI812UR,10/09/17,2.0,RME15,0,ZI005461
06POLH12,10/10/17,400.0,MRS2043,0,ZI007826
060013,10/10/17,19.0,JURF73,0,ZI009476
04HCEP,13/10/17,1.0,MEGA89,0,ZI009838
01COMB34,14/10/17,1.98,IMI94,0,ZI009856
06TAPP212,17/10/17,27.0,MRS2043,0,ZI009922
01COMB34,18/10/17,2.02,IMI94,0,ZI009936
08CAB14,18/10/17,300.0,MCS85,4,ZI009483
01ARE,19/10/17,0.83,MESO8,0,ZI009970
01CEMCAZ50,19/10/17,2.0,MESO8,0,ZI009970
03POL46,19/10/17,20.0,MRS2043,0,ZI009979
01CEMCAZ50,21/10/17,400.0,MCS85,4,ZI008708
01ALREC,21/10/17,4.0,MCS85,4,ZI008738
067593,21/10/17,1.0,MCS85,4,ZI008738
06CLA212,21/10/17,2.0,MCS85,4,ZI008738
08CAB12,21/10/17,20.0,MCS85,4,ZI008738
08CAJCHR,21/10/17,1.0,MCS85,4,ZI008738
08CAJO4R,21/10/17,1.0,MCS85,4,ZI008738
08CONPDAB,21/10/17,1.0,MCS85,4,ZI008738
01ARM204,21/10/17,8.0,MCS85,4,ZI008738
01BLO15,21/10/17,400.0,MCS85,4,ZI008738
01CEMCAZ50,21/10/17,25.0,MCS85,4,ZI008738
01MALSOL10,21/10/17,16.0,MCS85,4,ZI008738
01VAR38,21/10/17,17.0,MCS85,4,ZI008738
08POL12,21/10/17,7.0,MCS85,4,ZI008738
GTRAS,21/10/17,1.0,MCS85,4,ZI008738
01CEMCAZ50,21/10/17,400.0,MCS85,4,ZI008499
01CEMCAZ50,21/10/17,400.0,MCS85,4,ZI008603
01CEMCAZ50,21/10/17,400.0,MCS85,4,ZI008262
01ALAM,21/10/17,100.0,MCS85,4,ZI008456
01VAR38,21/10/17,25.0,MCS85,4,ZI008456
03TC30L,21/10/17,20.0,MCS85,4,ZI008461
04HSI2178,21/10/17,5.0,MCS85,4,ZI008461
01CEMCAZ50,21/10/17,104.5,MCS85,4,ZI008474
01CEMCAZ50,21/10/17,55.0,MCS85,4,ZI008497
01BLO15,21/10/17,900.0,MCS85,4,ZI008743
