Claart,Descripción,Existencia,Stock Minimo,Stock Maximo,Stock de Seguridad,Recomendacion
06LIJAC99180,Lija grano 180,49.0,17.875,35.75,4.125,-13.25
06LIJACOB,LIJA COBRE,45.0,9.75,19.5,2.25,-25.5
06LIJAESM,Lija j73 fino Lona 120 esmeril,65.0,17.875,35.75,4.125,-29.25
06LIJAETG,Lija j73 grueso Lona 50 esmeril,93.0,6.5,13.0,1.5,-80.0
06LIJAJ7380,Lija j73 mediano 80 lona esmeril,150.0,19.5,39.0,4.5,-111.0
06LIJAMA,Lija k61 mediano p/madera,99.0,19.5,39.0,4.5,-60.0
06LIJGRAN15,Lija grano 1500,34.0,32.5,65.0,7.5,0.0
06LIJGRAN20,Lija grano 2000,15.0,81.25,162.5,18.75,66.25
06LIMA8,Lima triangulo 8,1.0,6.5,13.0,1.5,5.5
06LLANDC,Llana diente cuadrado,10.0,19.5,39.0,4.5,9.5
06LLAV12,Llave p/taladro 1/2,14.0,6.5,13.0,1.5,-1.0
06LLAV38,Llave p/taladro 3/8 16559,9.0,6.5,13.0,1.5,0.0
06LLAVES14,Llave Stilson 14,2.0,6.5,13.0,1.5,4.5
06LMC11243,Lima Media Caña 10,7.0,6.5,13.0,1.5,0.0
06MAC22,Machete pulido std 22,4.0,6.5,13.0,1.5,2.5
06MANG1ML,Manguera ind. trans 1,2.2,214.5,429.0,49.5,212.3
06MANGPN,Manguera nivel trans 5/16,199.55,113.75,227.5,26.25,0.0
06MANPJARML,Manguera jardin 1/2,399.35,108.33333333333334,216.66666666666669,25.0,-182.68333333333334
06MANPN12,Manguera p/nivel 1/2,219.51,97.5,195.0,22.5,-24.50999999999999
06MANPN14,Manguera p/nivel trans 1/4,337.86,84.5,169.0,19.5,-168.86
06MANPNT38,Manguera p/nivel trans 3/8,226.78,58.5,117.0,13.5,-109.78
06MARROB2,Marro Truper 2 lb 16506,6.0,6.5,13.0,1.5,0.5
06MARROB3,Marro Truper 3 lb 16507,5.0,6.5,13.0,1.5,1.5
06MASHUL,Mazo de hule 16oz,10.0,6.5,13.0,1.5,0.0
06MRT16,Martillo uña 16 TRUPER 16752,4.0,8.666666666666666,17.333333333333332,2.0,4.666666666666666
06NAVA6,Navaja multiusos 16950,27.0,6.5,13.0,1.5,-14.0
06NIV36,Nivel 3 gotas 36 90cm 17038,2.0,9.75,19.5,2.25,7.75
06PALT,Pala cuadrada truper 17202 17161,18.0,8.125,16.25,1.875,-1.75
06PASTSOLD,Pasta para soldar 100 g.,7.0,6.5,13.0,1.5,0.0
06PIJM8X1,Pija multiusos 8x1 44343,3754.0,1105.0,2210.0,255.0,-1544.0
06PINE8,Pinza electricista 8 17304,8.0,6.5,13.0,1.5,0.0
06PINT300,Pinza p/tierra truper 14234,5.0,6.5,13.0,1.5,1.5
06PIPC7,Pinza de punta y corte 7,7.0,6.5,13.0,1.5,0.0
06PISN10,Pison 10x10,2.0,6.5,13.0,1.5,4.5
06PLOMPAL,Plomada p/albañil,1.0,6.5,13.0,1.5,5.5
06PPC10,Pinza pela cables 10 17358,2.0,6.5,13.0,1.5,4.5
06R09521,Carrucho Hilo de Plastico,31.0,6.5,13.0,1.5,-18.0
06RAF1,Rafia 44492 1 kilo,67.0,6.5,13.0,1.5,-54.0
06RAF12,Rafia 45032 1/2 kilo,0.0,6.5,13.0,1.5,6.5
06RAYPA,Rayador p/acabados,9.0,6.5,13.0,1.5,0.0
06REGIUSA1,Regulador Gas 1 via 49225,20.0,9.75,19.5,2.25,-0.5
06RODRUG,Rodillo rugoso 9 13877,38.0,32.5,65.0,7.5,0.0
06SERRS20,Serrote supremo 20 18168,1.0,19.5,39.0,4.5,18.5
06SOL1,Soldadura Premium 1mt 50/50,4.06,32.5,65.0,7.5,28.44
06SUJMAT,Sujetador con matraca 675 kg truper 19281,4.0,6.5,13.0,1.5,2.5
06TALAHAB,Talache Hacha truper 5 lb 18648,3.0,6.5,13.0,1.5,3.5
06VALVCH,Valvula chek colum 1/2,55.0,0.0,0.0,0.0,-55.0
06VALVCO14,Valvula chek 3/4 49077,20.0,19.5,39.0,4.5,0.0
06VOLTAL,Volteador aluminio 15421,6.0,6.5,13.0,1.5,0.5
0827107,Contacto 2 polos tierra Volteck Basic,60.0,0.0,0.0,0.0,-60.0
0846001,Contacto apagador Voltech 46001,40.0,13.0,26.0,3.0,-14.0
0846079,Cable duplex 12 truper,83.6,65.0,130.0,15.0,0.0
0846113,Contacto Blindado 2 Polos 3 Hilos 46113,42.0,6.5,13.0,1.5,-29.0
0846120,Contacto indust ref 2 polo 3 hilos 46120,75.0,10.833333333333334,21.666666666666668,2.5,-53.33333333333333
0846122,Clavija de hule bolsa 2 pz voltech,35.0,6.5,13.0,1.5,-22.0
0846202,Clavija blindad 2 polo 3 hilos 46202,33.0,8.125,16.25,1.875,-16.75
0846284,Canaleta 1v 46284 c/ad,51.0,13.0,26.0,3.0,-25.0
0846315,Pila alcalina AA 46315,30.0,6.5,13.0,1.5,-17.0
0846509,Portalampara hule c/cable Voltech,91.0,71.5,143.0,16.5,0.0
0846856,Foco Led 6w 46856,86.0,19.5,39.0,4.5,-47.0
0846858,Foco Led 9w 46858,46.0,81.25,162.5,18.75,35.25
0846860,Foco Led 12w  46860,65.0,88.83333333333333,177.66666666666666,20.5,23.83333333333333
0846985,Condulet FS 1/2,39.0,22.75,45.5,5.25,0.0
0847276,Cartucho Fusible 30A,56.0,13.0,26.0,3.0,-30.0
0848018,Extencion blanca 5 mts 48018,13.0,6.5,13.0,1.5,0.0
0848051,Extencion uso rudo 30m voltech,6.0,6.5,13.0,1.5,0.5
0848130,Contacto duplex aterrizado blanco linea iltaliana,23.0,49.833333333333336,99.66666666666667,11.5,26.833333333333336
0848132,Apagador blanco 48132,52.0,26.0,52.0,6.0,0.0
0848133,Placa 2 Ventanas Blanca 48133,78.0,15.166666666666668,30.333333333333336,3.5,-47.666666666666664
0848134,Placa 1 Ventana Blanca 48134,67.0,24.375,48.75,5.625,-18.25
0848139,Interruptor para timbre linea italiana blanco,46.0,6.5,13.0,1.5,-33.0
0848215,Foco 24w Espiral T4 Voltech 48215,33.0,13.0,26.0,3.0,-7.0
08AP48137,Apagador Escalera 48137,36.0,9.75,19.5,2.25,-16.5
08APASA,Apagador Blanco volteck,0.0,13.0,26.0,3.0,13.0
08CABEX16,Cable p/extencion 16,30.5,130.0,260.0,30.0,99.5
08CAJCHR,Caja chalupa ref,464.0,126.38888888888889,252.77777777777777,29.166666666666664,-211.22222222222223
08CAJO4R,Caja octagonal 4x4 ref,405.0,104.0,208.0,24.0,-197.0
08CON48135,Contacto Blanco 48132,0.0,39.0,78.0,9.0,39.0
08CONDOC34,Condulet oc 3/4,8.0,32.5,65.0,7.5,24.5
08CONSEN,Contacto sencillo 48135,56.0,68.25,136.5,15.75,12.25
08CSV48131,Contacto sencillo volteck 48131,67.0,13.0,26.0,3.0,-41.0
08EXTENCID,Extencion uso rudo 6m 48044,21.0,6.5,13.0,1.5,-8.0
08FOCE13,Foco Espiral 13w 20100,23.0,9.75,19.5,2.25,-3.5
08FOCOO75,Foco espiral 85w 48223,5.0,13.0,26.0,3.0,8.0
08PALB,Probador de Corriente Alt. 13989,5.0,6.5,13.0,1.5,1.5
08SOQCCC,Soquet con cadena,74.0,68.25,136.5,15.75,0.0
08SOQS,Soquet sencillo,42.0,71.5,143.0,16.5,29.5
08TAPD,Tapa duplex,29.0,13.0,26.0,3.0,-3.0
08TAPDM,Tapa duplex marfil,31.0,24.7,49.4,5.699999999999999,0.0
04CHPFANL,Chapa Fanal 175,201.0,0.0,0.0,0.0,-201.0
05FESLTO,Festerbond Litro,195.0,0.0,0.0,0.0,-195.0
06FLEXC9,Flexometro cadena 9m,4.0,0.0,0.0,0.0,-4.0
04HCEP,Cerr perilla,15.0,90.0,180.0,15.0,75.0
04HCEPLL,Cerr perilla c/llave,8.0,6.0,12.0,1.0,0.0
04L470IB,Cerrojo Lock,0.0,6.0,12.0,1.0,6.0
04L570DCB,Cerr Der Barra Libre Llave Estandar,19.0,12.0,24.0,2.0,0.0
04L570ICB,Cerr Izq Barra Libre Llave Estandar,20.0,6.0,12.0,1.0,-8.0
04S104,Cerr Sobrep Llave Std Der Look,62.0,6.0,12.0,1.0,-50.0
04HDDC412,Disco corte makita 1/16  4 1/2 (B-18409),420.0,58.36363636363636,116.72727272727272,9.727272727272727,-303.27272727272725
04HSO1318,Soldadura 6013 1/8,531.1,25.200000000000003,50.400000000000006,4.2,-480.70000000000005
04HSO13332,Soldadura 6013 3/32,519.275,9.666666666666668,19.333333333333336,1.6111111111111112,-499.94166666666666
04HFPM2G,Pasador mauser 2 galv/lat,119.0,42.0,84.0,7.0,-35.0
04HFPM4L,Pasador mauser 4 laton,123.0,18.0,36.0,3.0,-87.0
04HPPB141,Pijas p/broca 1/4x1,12042.0,1334.25,2668.5,222.375,-9373.5
04HPPB14112,Pijas p/broca 1/4x1 1/2,3394.0,1072.5,2145.0,178.75,-1249.0
04HPPB142,Pijas p/broca 1/4x2,4540.0,120.0,240.0,20.0,-4300.0
04HPPB1434,Pijas p/broca 1/4x3/4,5224.0,1200.0,2400.0,200.0,-2824.0
04HSI2110,Soldadura Infra 6011 1/8,443.86,13.333333333333334,26.666666666666668,2.2222222222222223,-417.1933333333333
04HSI2176,Soldadura Infra 6013 PN 3/32,347.46,36.27142857142857,72.54285714285714,6.045238095238095,-274.91714285714284
04HSI2178,Soldadura Infra 6013 PN 1/8,317.07,41.976,83.952,6.996,-233.118
04HSO11332,Soldadura 6011 3/32,479.75,11.318181818181818,22.636363636363637,1.8863636363636365,-457.1136363636364
04HSO1818,Soldadura 7018 1/8,68.45,70.5,141.0,11.75,2.049999999999997
052259,Coladera universal fleximatic 2259,54.0,26.0,52.0,6.0,-2.0
052264,Coladera universal directa mod 22,21.0,36.833333333333336,73.66666666666667,8.5,15.833333333333336
05ANCLAV,Anclas p/fijar lavabo,196.0,13.0,26.0,3.0,-170.0
05BLW,Block Vidrio Nube Cloudy 19x19x8,52.0,24.375,48.75,5.625,-3.25
05BRIDAFNM,Brida flexible corta 4,17.0,35.75,71.5,8.25,18.75
05BRIDFM,Brida flexible para migitorio 2,7.0,6.5,13.0,1.5,0.0
05CILIG4,Cilindro Gas 4 kg,1.0,6.5,13.0,1.5,5.5
05CODGALV1290,Galv Codo 1/2 x 90,84.0,43.333333333333336,86.66666666666667,10.0,0.0
05CODPVR401,Pvc Hco Codo 1/2 x 90 cem/rosc,59.0,6.5,13.0,1.5,-46.0
05COFLEXC,Coflex lavabo marca coflex,54.0,9.75,19.5,2.25,-34.5
05COFLEXWCC,Coflex para WC marca coflex,49.0,23.833333333333332,47.666666666666664,5.5,-1.3333333333333357
05CONIN1,Cobre Conector int c/f 1,30.0,6.5,13.0,1.5,-17.0
05COPB12,Bronce cople rep 1/2,1.0,39.0,78.0,9.0,38.0
05COPGAL12,Galv Cople 1/2,72.0,30.875,61.75,7.125,-10.25
05COPPVCH2,Pvc Hco Cople 2,26.0,65.0,130.0,15.0,39.0
05CPH1,Pvc Hco Codo 1 x 90,188.0,15.166666666666668,30.333333333333336,3.5,-157.66666666666666
05CUECERCG,Cuello de Cera c/Guia,81.0,8.666666666666666,17.333333333333332,2.0,-63.66666666666667
05GALVNB2,Galv Niple Botella 2,18.0,13.0,26.0,3.0,0.0
05GC114,Galv Cople 1 1/4,15.0,6.5,13.0,1.5,-2.0
05JUEACB,Juego accesorios p/baño,6.0,58.5,117.0,13.5,52.5
05JUEGHH,Juego herrajes p/wc psa005 coflex,20.0,8.666666666666666,17.333333333333332,2.0,-2.666666666666668
05LJBC,Lavabo jazmin blanco cato,14.0,6.5,13.0,1.5,-1.0
05LLAEROSR,Llave p/empotrar roscable rugo,13.0,6.5,13.0,1.5,0.0
05LLAND,Llave nariz 1/2 Rugo,17.0,6.5,13.0,1.5,-4.0
05NIPGAL123,Galv Niple 1/2 x 3,25.0,6.5,13.0,1.5,-12.0
05NIPGALV1250,Galv Niple 1/2 x 50cm,22.0,39.0,78.0,9.0,17.0
05PEGADO50,Pegamento alta dens omega 50 ml,56.0,9.75,19.5,2.25,-36.5
05TANQES180,Tanque estacionario 180 lts,2.0,6.5,13.0,1.5,4.5
05TAPHGAL12,Galv Tapon Hembra 1/2,87.0,35.75,71.5,8.25,-15.5
05TAPMGAL12,Galv Tapon Macho 1/2,121.0,19.5,39.0,4.5,-82.0
05TAPMPVC6,Pvc Tapon Macho 6,17.0,19.5,39.0,4.5,2.5
05TEEPVC42,Pvc Tee 4 x 2,20.0,35.75,71.5,8.25,15.75
05TG121,Galv Niple 1/2 x 100cm,13.0,26.0,52.0,6.0,13.0
05TPCBAGAZ,Tanque p/baño color blanco (Aguazul),12.0,13.0,26.0,3.0,1.0
05TUBCOL12,Tubo Cobre Tipo L 1/2,94.78,79.3,158.6,18.299999999999997,0.0
05TUBCOL34,Tubo Cobre Tipo L 3/4,166.0,32.5,65.0,7.5,-101.0
05TUBCOM12,Tubo Cobre Tipo M 1/2,173.24,79.3,158.6,18.299999999999997,-14.640000000000015
05TUBCOM34,Tubo Cobre Tipo M 3/4,175.9,118.95,237.9,27.450000000000003,0.0
05TUBGALV12,Tubo galv p/cond agua 1/2 6.4m,31.0,16.25,32.5,3.75,0.0
05TUBPVCHA12,Tubo Pvc Hco Abocinado 1/2,150.0,19.5,39.0,4.5,-111.0
05TZBCBAGAZ,Taza para baño color blanco (Aguazul),12.0,13.0,26.0,3.0,1.0
05VALESP1,Valvula esfera pvc 1,0.0,97.5,195.0,22.5,97.5
05VPQ0020,Cubre Tubo Liso 1/2,138.0,22.75,45.5,5.25,-92.5
065385,Coflex Tipo Y marca Coflex,13.0,13.0,26.0,3.0,0.0
06BC585,Brida P/Tubo Closet Crom.,17.0,29.25,58.5,6.75,12.25
06CAL40L,Calentador Primo 40lts,0.0,6.5,13.0,1.5,6.5
06CIL10,Cilindro Gas 10 kg,0.0,6.5,13.0,1.5,6.5
06LJABQEG150,Lija Bloque G-150 0077-0003,19.0,6.5,13.0,1.5,-6.0
06PEGAMM,Pegamento 220 J39 Resistol 18 kg,380.5,39.72222222222222,79.44444444444444,9.166666666666666,-301.05555555555554
06PEGM220,Pegamento supermil 250gms,10.0,6.5,13.0,1.5,0.0
06PEP,Pepe silicon acrilico bco 300 ml,38.0,6.5,13.0,1.5,-25.0
06PES300A,Pens silicon acrilastic 300 ml,168.0,8.666666666666666,17.333333333333332,2.0,-150.66666666666666
06PES300T,Pens silicon transp 300 ml,113.0,43.875,87.75,10.125,-25.25
06PES75,Pens silicon transp 75grs,84.0,6.5,13.0,1.5,-71.0
06PESPPS,Pens Silicon bco 280ml,111.0,36.833333333333336,73.66666666666667,8.5,-37.33333333333333
06PL4,Plastico Negro kilo,494.7,126.1,252.2,29.099999999999998,-242.5
06PLASLOC,Plastiloka 20gms,4.0,65.0,130.0,15.0,61.0
06POLH1,Poliducto Hco 1,1439.15,552.5,1105.0,127.5,-334.1500000000001
06POLH12,Poliducto Hco 1/2,298.45,554.6666666666666,1109.3333333333333,128.0,256.21666666666664
06POLH34,Poliducto Hco 3/4,741.6,1300.0,2600.0,300.0,558.4
06SALPPC,Sapito coflex azul con cadena,14.0,6.5,13.0,1.5,-1.0
06SILAUT,Pens Silicon Duretan Gris,66.0,6.5,13.0,1.5,-53.0
06VALTE,VALVULA DE LLENADO P/TAN. EST.,21.0,6.5,13.0,1.5,-8.0
08CAB10,Cable thw#10,2577.8,266.5,533.0,61.5,-2044.8000000000002
08CAB12,Cable thw #12,5251.04,1267.5,2535.0,292.5,-2716.04
08CAB14,Cable thw #14,2259.56,975.0,1950.0,225.0,-309.55999999999995
08CAB8,Cable thw #8,1300.39,278.57142857142856,557.1428571428571,64.28571428571428,-743.247142857143
08CUR212,Cable uso rudo 2 x 12,304.07,195.0,390.0,45.0,0.0
08FZA512,Forza Apagador Doble FZA512,41.0,6.5,13.0,1.5,-28.0
08FZA5129S,Forza Apagador y Contacto FZA5129S,23.0,22.75,45.5,5.25,0.0
08FZA68S,Forza Contacto Duplex FZA68S,32.0,6.5,13.0,1.5,-19.0
08POL1,Poliducto 1,358.8,650.0,1300.0,150.0,291.2
08POL1234,Poliducto 3/4,1360.02,712.4,1424.8,164.39999999999998,0.0
08ROS4,Roseton 4,207.0,67.88888888888889,135.77777777777777,15.666666666666668,-71.22222222222223
0544372,Armella cerrada 19x60,235.0,12.0,24.0,2.0,-211.0
05IMG,Sellador thermotek galon,63.0,30.0,60.0,5.0,-3.0
05IMPTHE19,Imper Thermotek 5 años Rojo 19 lts,21.0,18.0,36.0,3.0,0.0
05JUEHPS,Juego herrajes p/sanitario,0.0,42.0,84.0,7.0,42.0
05TOBCLOSET,Tubo para closet,16.0,36.0,72.0,6.0,20.0
0644378,Armella 18x50 abierta,222.0,60.0,120.0,10.0,-102.0
0644383,Armella Abierta 23x110,252.0,60.0,120.0,10.0,-132.0
0662800,Impermeabilizante thermotek galon,10.0,6.0,12.0,1.0,0.0
06ARMCER2180,Armella cerrada 21x80,262.0,156.0,312.0,26.0,0.0
06ARMCERA22100,Armella cerrada 22x100,425.0,300.0,600.0,50.0,0.0
06CIL30,Cilindro Gas 30 kg,0.0,6.0,12.0,1.0,6.0
06IMPTR19,Impermeab thermotek doble accion 5 años 19lts,25.0,18.0,36.0,3.0,0.0
06KOLAL,Kolaloka 2grs,20.0,9.0,18.0,1.5,-2.0
06MAGPRO,Mallapro 100x1.10,13.0,12.0,24.0,2.0,0.0
06RSF175,Rollo Strech (Emplaye),66.0,6.0,12.0,1.0,-54.0
06TAPRE1,Tapon regaton red 1,38.0,24.0,48.0,4.0,0.0
08BICPALG,Bicolor p/ albañil grande,468.0,16.363636363636363,32.72727272727273,2.727272727272727,-435.27272727272725
05ADAPCHPVC,Insercion Hembra 1/2,133.0,9.75,19.5,2.25,-113.5
05ADAPHH12,Pvc Hco adaptador hembra 1/2,372.0,24.375,48.75,5.625,-323.25
05ADAPHPK12,Philmac adaptador hembra 1/2,83.0,6.5,13.0,1.5,-70.0
05ADAPIM1,Insercion Macho 1,67.0,9.75,19.5,2.25,-47.5
05ADAPIM12,Insercion Macho 1/2,96.0,16.25,32.5,3.75,-63.5
05ADAPMPH1,Pvc Hco adaptador macho c40 1,139.0,32.5,65.0,7.5,-74.0
05ADAPMPH12,Pvc Hco adaptador macho c40 1/2,341.0,32.5,65.0,7.5,-276.0
05ADAPMPK12,Philmac adaptador macho 1/2,83.0,32.5,65.0,7.5,-18.0
05CI2,Insercion Codo 2,39.0,6.5,13.0,1.5,-26.0
05CODIN12,Insercion Codo 1/2,62.0,9.75,19.5,2.25,-42.5
05CODPVC245,Pvc Codo 2 x 45,328.0,26.0,52.0,6.0,-276.0
05CODPVC290,Pvc Codo 2 x 90,414.0,72.04166666666667,144.08333333333334,16.625,-269.91666666666663
05CODPVC345,Pvc Codo 3 x 45,351.0,16.900000000000002,33.800000000000004,3.9000000000000004,-317.2
05CODPVC390,Pvc Codo 3 x 90,216.0,26.72222222222222,53.44444444444444,6.166666666666666,-162.55555555555554
05CODPVC445,Pvc Codo 4 x 45,236.0,23.214285714285715,46.42857142857143,5.357142857142858,-189.57142857142856
05CODPVC490,Pvc Codo 4 x 90,426.0,37.266666666666666,74.53333333333333,8.6,-351.4666666666667
05CODPVC690,Pvc Codo 6 x 90,37.0,16.25,32.5,3.75,-4.5
05CODPVCH12,Pvc Hco Codo 1/2 x 90,380.0,54.16666666666667,108.33333333333334,12.5,-271.66666666666663
05CODPVCH3490,Pvc Hco Codo 3/4 x 90,270.0,22.75,45.5,5.25,-224.5
05COPH1,Pvc Hco Cople 1,244.0,26.0,52.0,6.0,-192.0
05COPPVC23,Pvc Cople 2,321.0,66.3,132.6,15.299999999999999,-188.4
05COPPVC3,Pvc Cople 3,256.0,24.7,49.4,5.699999999999999,-206.6
05COPPVC4,Pvc Cople 4,371.0,19.5,39.0,4.5,-332.0
05COPPVCH12,Pvc Hco Cople 1/2,399.0,13.0,26.0,3.0,-373.0
05CPOPVC6,Pvc Cople 6,20.0,52.0,104.0,12.0,32.0
05NIPIN1,Insercion Niple 1,45.0,6.5,13.0,1.5,-32.0
05NIPPI2,Insercion Niple 2,100.0,32.5,65.0,7.5,-35.0
05NIPPVCIN12,Insercion Niple 1/2,137.0,9.75,19.5,2.25,-117.5
05NIPPVCIN34,Insercion Niple 3/4,71.0,65.0,130.0,15.0,0.0
05PEGACPVC50,Pegamento cpvc 50 gms,37.0,14.625,29.25,3.375,-7.75
05PEGAD120,Pegamento alta dens 118 ml,102.0,9.75,19.5,2.25,-82.5
05PEGAD240,Pegamento alta dens 240 ml,70.0,8.9375,17.875,2.0625,-52.125
05PEGAD500,Pegamento alta dens 500 ml,40.0,7.8,15.6,1.7999999999999998,-24.4
05PEGAD7471,Pegamento alta dens 1 LTO,15.0,6.5,13.0,1.5,-2.0
05PEGF150,Pegamento flowguard cpvc 118 ml,66.0,6.5,13.0,1.5,-53.0
05PEGF250,Pegamento flowguard cpvc 250 ml,52.0,6.5,13.0,1.5,-39.0
05RBPH1121,Pvc Red Bushing  c40 1 1/2 x 1,35.0,13.0,26.0,3.0,-9.0
05REDPVC32,Pvc Reduccion 3 a 2,252.0,16.25,32.5,3.75,-219.5
05REDPVC42,Pvc Reduccion 4 a 2,395.0,18.2,36.4,4.199999999999999,-358.6
05REDPVC43,Pvc Reduccion 4 a 3,244.0,14.625,29.25,3.375,-214.75
05TAPMPVC2,Pvc Tapon Macho  2,193.0,9.75,19.5,2.25,-173.5
05TAPMPVC4,Pvc Tapon Macho 4,193.0,8.666666666666666,17.333333333333332,2.0,-175.66666666666666
05TEEPVC2,Pvc Tee 2,332.0,80.60000000000001,161.20000000000002,18.6,-170.79999999999998
05TEEPVC3,Pvc Tee 3,396.0,11.700000000000001,23.400000000000002,2.7,-372.6
05TEEPVC4,Pvc Tee 4,307.0,32.5,65.0,7.5,-242.0
05TEEPVCH12,Pvc Tee Hco 1/2,228.0,26.0,52.0,6.0,-176.0
05TEEPVCIN12,Insercion Tee 1/2 ,100.0,10.833333333333334,21.666666666666668,2.5,-78.33333333333333
05TPH2,Pvc Tapon Hco c-40 2,10.0,65.0,130.0,15.0,55.0
05TPVC402,Tubo Pvc Hco Abocinado 2,56.0,32.5,65.0,7.5,0.0
05TUBCPV12,Tubo Cpvc 1/2,452.45,141.25312499999998,282.50624999999997,32.596875,-169.94375000000002
05TUBCPVC34,Tubo Cpvc 3/4,494.1,49.5625,99.125,11.4375,-394.975
05TUBKIT,Tubo kiteck 1/2,6.0,85.58333333333333,171.16666666666666,19.75,79.58333333333333
05TUBPVCH1,Tubo Pvc Hco Abocinado 1,52.5,35.75,71.5,8.25,0.0
05TUBPVCHA34,Tubo Pvc Hco Abocinado 3/4 c40,110.0,17.875,35.75,4.125,-74.25
05TUBPVCN2,Tubo Pvc Norma 2,848.0,126.45454545454544,252.90909090909088,29.18181818181818,-595.0909090909091
05TUBPVCN3,Tubo Pvc Norma 3,207.0,148.9090909090909,297.8181818181818,34.36363636363637,0.0
05TUBPVCN4,Tubo Pvc Norma 4,1638.6,193.22727272727272,386.45454545454544,44.59090909090909,-1252.1454545454544
05TUBPVCN6,Tubo Pvc Norma 6,108.0,160.875,321.75,37.125,52.875
05TUH40,Tuerca Union Hco C-40 1,30.0,19.5,39.0,4.5,0.0
05TUHC402,Tuerca Union Hco C-40 2,1.0,19.5,39.0,4.5,18.5
05VALPVCER12,Valvula esfera pvc 1/2,9.0,6.5,13.0,1.5,0.0
05YEEPVC2,Pvc Yee 2,290.0,136.5,273.0,31.5,-17.0
05YEEPVC3,Pvc Yee 3,265.0,6.5,13.0,1.5,-252.0
05YEEPVC4,Pvc Yee 4,237.0,18.416666666666668,36.833333333333336,4.25,-200.16666666666666
06MANGU,Manguera indust transp 2,39.0,26.0,52.0,6.0,0.0
06MANIN34,Manguera industrial 3/4,13.3,97.5,195.0,22.5,84.2
08POLF34,Poliducto flex 3/4,1393.8,412.75,825.5,95.25,-568.3
05BIO1300,Biodigestor autolimpiable 1300 Lts,0.0,6.0,12.0,1.0,6.0
05CISTDR500,Cisterna rotoplas 5000 sin equipo,0.0,18.0,36.0,3.0,18.0
05CODPL12,Plus Codo 90 x 20mm 1/2,661.0,55.846153846153854,111.69230769230771,9.307692307692308,-549.3076923076923
05CODPL34,Plus Codo 90 x 25mm 3/4,351.0,80.66666666666667,161.33333333333334,13.444444444444445,-189.66666666666666
05CODPL4512,Plus Codo 45 x 1/2,371.0,34.8,69.6,5.8,-301.4
05CODPL4534,Plus Codo 45 x 3/4,156.0,90.0,180.0,15.0,0.0
05CODPLH,Plus Codo Hembra 20mm x 90 x 1/2,85.0,9.0,18.0,1.5,-67.0
05CONP34,Plus Conector Hembra 25mm 3/4,733.0,42.0,84.0,7.0,-649.0
05CONPH12,Plus Conector Hembra 1/2,523.0,16.285714285714285,32.57142857142857,2.7142857142857144,-490.42857142857144
05CONPL12,Plus Conector Macho 20 x 1/2,582.0,54.0,108.0,9.0,-474.0
05CONPL34,Plus Conector Macho 25mm 3/4,391.0,132.0,264.0,22.0,-127.0
05COPL12,Plus Cople 20mm 1/2,693.0,40.90909090909091,81.81818181818181,6.818181818181818,-611.1818181818182
05COPL34,Plus Cople 25mm 3/4,776.0,37.5,75.0,6.25,-701.0
05CPM1,Plus Conector Macho 32 mm 1,117.0,6.0,12.0,1.0,-105.0
05E305,Plus Conector Reduc Macho 3/4 a 1/2,62.0,54.0,108.0,9.0,0.0
05FLOPTIN,Flotador para tinaco,32.0,6.0,12.0,1.0,-20.0
05PLCORH31,Plus Conector Reduc Hembra 1/2 a 3/4,82.0,6.0,12.0,1.0,-70.0
05PLJLR20,Plus Llave p/empotrar juego 20 mm,19.0,6.0,12.0,1.0,-7.0
05REDPL112,Plus Reduccion 1 x 1/2,263.0,12.0,24.0,2.0,-239.0
05REDPL134,Plus Reduccion 1 x 3/4,293.0,6.0,12.0,1.0,-281.0
05REDPL3412,Plus Reduccion 3/4 x 1/2,319.0,21.0,42.0,3.5,-277.0
05TAPPL12,Plus Tapon 1/2,181.0,42.0,84.0,7.0,-97.0
05TEEPL12,Plus Tee 20mm 1/2,515.0,28.0,56.0,4.666666666666667,-459.0
05TEEPL34,Plus Tee 25mm 3/4,475.0,56.0,112.0,9.333333333333334,-363.0
05TINRTT1100,Tinaco rotoplas 1100 tricapa,1.0,12.0,24.0,2.0,11.0
05TUBPL12,Tubo Plus 16/20mm 1/2,489.0,38.18181818181818,76.36363636363636,6.363636363636363,-412.6363636363636
05TUBPL34,Tubo Plus 16/25mm 3/4,389.0,45.0,90.0,7.5,-299.0
05TUEP12,Plus Tuerca Union 1/2,105.0,9.0,18.0,1.5,-87.0
05TUEUNPLUS34,Plus Tuerca Union 3/4,78.0,24.0,48.0,4.0,-30.0
05VAL12,Valvula p/flotador 1/2,39.0,6.0,12.0,1.0,-27.0
06310841,Regadera electrica Mod 5000w,4.0,6.0,12.0,1.0,2.0
06320068,Bomba presurizadora 12HP 110V,4.0,6.0,12.0,1.0,2.0
06RELOBDA,Registro de Lodos BDA,0.0,6.0,12.0,1.0,6.0
08PVAL12,Plus Valvula Esfera 1/2,53.0,8.0,16.0,1.3333333333333333,-37.0
08PVAL34,Plus Valvula Esfera 3/4,38.0,15.0,30.0,2.5,-8.0
05COPGAL1,Galv Cople 1,23.0,6.0,12.0,1.0,-11.0
05GANIBO1,Galv Niple Botella 1,19.0,12.0,24.0,2.0,0.0
05GANIBO34,Galv Niple Botella 3/4,15.0,36.0,72.0,6.0,21.0
05NIPGAL124,Galv Niple 1/2 x 4,79.0,45.0,90.0,7.5,0.0
