"Claart","Desart","iva","Costo","CosPro","Ex","Min","Max","Clauni","Numcla","Clalin","Clapro","imp2","Estado","DescMax","BarCode","FecAltart","FecUltCom","FecUltven","AcuMon","Acucan","Peso","Precios","claubi","Equivale","poraum","descuenta","presenta","obsart","depto","despa","monfon","poruti","flete","fraccion","feccam","descuento","feccampre","Volumen","barcja","barpza","unitar","barfar","negar","especial","claalt","feccad","ubicacion","unaen","fecbaj","frical","claproser","claunidsat","clafam","pteorico","numuser","nusermod","objimp"
"06CRTBR","Cola de Rata Backer Rod 1/4","16","1.52188","1.52188","0","0","0","5","0","6","CAFC33","0","yes","0","","29/11/21","17/12/22","","0","0","0","2.35384","0","0","0","yes","","","no","no","0","0","0","no","17/12/22","0","","0","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"06CUAL6","Cuchara p/albañil 6","16","34.78167","34.78167","1","0","0","5","0","0","THE7911","0","yes","0","","27/09/21","30/09/21","","0","0","0","53.79565","0","0","0","yes","","","no","no","0","0","0","no","30/09/21","0","","0","","","0","","no","no","","","","","","no","27112200","H87","0","0","0","0","02"
"06CUBNAP240","Cubierta Naposa Butterum de 2.40 mts Novaplus","16","1767.24138","1767.24138","0","0","0","5","0","0","TRI97","0","yes","0","","15/11/21","15/11/21","","0","0","0","2733.33333","0","0","0","yes","","","no","no","0","0","0","no","15/11/21","0","","0","","","0","","no","no","","","","","","no","23153137","H87","0","0","0","0","02"
"06CUBREBOK","Cubrebocas","16","2.9","2.96813","685","0","0","5","0","0","CEQA881025EX8","0","yes","0","","23/01/21","25/02/21","","-38.79","-6","0","4.48533","0","0","0","yes","","","no","no","0","0","0","no","25/02/21","0","","0","000000","","0","","no","no","","","","","","no","42131606","H87","0","0","0","0","02"
"06CUBRT","Tapon cubretaladro para lavabo inox 26 rugo","16","7.14","7.14","0","0","0","5","4","5","THE7911","0","yes","0","","09/03/15","07/11/16","","-19.82","-4","0","11.0432","0","0","0","yes","","","no","no","0","0","0","no","24/04/15","0","","0","000000","","0","","no","no","","","","","","no","30181500","H87","0","0","0","0","02"
"06CUCH","Cuchara p/albañileria 9 12991","16","109.29556","108.08535","12","8","8","5","33","6","THE7911","0","yes","0","12991","01/06/12","14/10/23","","-2690.34","-227","0","169.0438","0","0","0","yes","","","no","no","0","0","0","no","14/10/23","0","","3","000000","","0","","no","no","","","","","","no","27112200","H87","0","0","0","0","02"
"06CUCH21053","Cuchara p/albañileria 9 21053","16","42.96667","44.11977","9","8","8","5","0","0","THE7911","0","yes","0","","13/03/19","25/08/23","","-115.09","-2","0","66.45512","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","3","000000","","0","","no","no","","","","","","no","27112200","H87","0","0","0","0","02"
"06CUCHDES","Cuchillo Desoperculador","16","116.38","116.38","2","0","0","5","0","0","THE7911","0","yes","0","CH-8","29/03/19","31/03/19","","0","0","0","180.00107","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","10101903","H87","0","0","0","0","02"
"06CUÑ","Cuñas c/mang juego 4 pz","16","18.24167","18.43063","9","8","8","5","24","6","THE7911","0","yes","0","24200","01/06/12","25/05/23","","-30.17","-3","0","28.21378","0","0","0","yes","","","no","no","0","0","0","no","25/05/23","0","","3","000000","","0","","no","no","","","","","","no","27112504","H87","0","0","0","0","02"
"06CUÑ10135","Cuña sin mango 10x13.5cm","16","4.3758","4.3758","0","0","0","5","24","6","THE7911","0","yes","0","21641","26/02/15","01/08/18","","0","0","0","6.7679","0","0","0","yes","","","no","no","0","0","0","no","01/08/18","0","","0","000000","","0","","no","no","","","","","","no","27112504","H87","0","0","0","0","02"
"06CV80L","Compresor vertical 80L 2.5 HP","16","0","0","0","0","0","5","0","0","","0","yes","0","","18/11/21","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","40151600","H87","0","0","0","0","02"
"06DAKS50","Diluyente acrilico KS0050 galon","16","367.62","367.62","0","0","0","5","0","6","PERC80","0","yes","0","","11/05/19","15/05/19","","0","0","0","568.5856","0","0","0","yes","","","no","no","0","0","0","no","15/05/19","0","","0","000000","","0","","no","no","","","","","","no","31211500","A76","0","0","0","0","02"
"06DC551","Disco copa p/piedra 551 13787","16","192.08","192.08","0","0","0","5","25","6","MRS53","0","yes","0","13787","12/02/14","05/01/23","","0","0","0","297.08373","0","0","0","yes","","","no","no","0","0","0","no","23/02/18","0","","0","000000","","0","","no","no","","","","","","no","27112838","H87","0","0","0","0","02"
"06DCD771C2B3","Taladro Deawalt 1/2 compact","16","2351.71","2351.71","0","0","0","5","0","0","","0","yes","0","","01/03/21","01/03/21","","0","0","0","3637.31147","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","27111742","H87","0","0","0","0","02"
"06DD781","Disco austromex 781","16","10.46","10.25416","464","0","0","5","0","0","CAL9908","0","yes","0","","08/05/15","07/07/23","","-103.23","-28","0","16.5","0","0","0","yes","","","no","no","0","0","0","no","07/07/23","0","","0","000000","","0","","no","no","","","","","","no","27112838","H87","0","0","0","0","02"
"06DES960","Desengrasante 960ml","16","45","45","11","0","0","5","0","0","MRS53","0","yes","0","","27/05/23","27/05/23","","0","0","0","69.6","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","47131821","H87","0","0","0","0","02"
"06DESC","Destorcedor galv 3/8","16","52.5375","50.57308","12","0","0","5","27","6","THE7911","0","yes","0","","01/06/12","13/05/23","","-68.96","-10","0","81.258","0","0","0","yes","","","no","no","0","0","0","no","13/05/23","0","","0","000000","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"06DESC516","Destorcedor galv 5/16","16","18.2425","18.2425","4","16","16","5","27","6","THE7911","0","yes","0","","01/06/12","19/01/22","","-74.15","-3","0","28.21507","0","0","0","yes","","","no","no","0","0","0","no","19/01/22","0","","6","000000","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"06DL740","Disco Laminado 7 grano 40 7/8","16","76.618","76.618","13","8","8","5","25","6","THE7911","0","yes","0","11676","01/06/12","06/11/23","","-144.82","-2","0","118.50251","0","0","0","yes","","","no","no","0","0","0","no","06/11/23","0","","3","000000","","0","","no","no","","","","","","no","27112838","H87","0","0","0","0","02"
"06DL76078","Disco Laminado 7 grano 60 7/8","16","76.618","76.618","10","0","0","5","25","6","THE7911","0","yes","0","11677","01/06/12","06/11/23","","-144.82","-2","0","118.50251","0","0","0","yes","","","no","no","0","0","0","no","06/11/23","0","","0","000000","","0","","no","no","","","","","","no","27112838","H87","0","0","0","0","02"
"06DMNC","Desmoldante neutro caja 9 kg","16","626.46","626.46","0","0","0","5","0","0","MRS53","0","yes","0","","23/09/22","25/09/23","","0","0","0","968.9248","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"06DP552","Disco copa p/piedra 552 13788","16","164.1816","164.1816","0","0","0","5","25","6","THE7911","0","yes","0","13788","12/02/14","23/02/18","","0","0","0","253.93421","0","0","0","yes","","","no","no","0","0","0","no","23/02/18","0","","0","000000","","0","","no","no","","","","","","no","27112838","H87","0","0","0","0","02"
"06DRENAMAX","Drenamax 1 lto.","16","45","45","3","0","0","5","0","0","MRS53","0","yes","0","","02/12/21","02/12/21","","0","0","0","69.6","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","47131815","H87","0","0","0","0","02"
"06DROPS","Block Vidrio Burbuja Water Bubble 19x19","16","55.0313","55.23441","50","0","0","5","0","0","GFE00","0","yes","0","","09/02/21","14/09/23","","0","0","0","85.11508","0","0","0","yes","","","no","no","0","0","0","no","14/09/23","0","","0","000000","","0","","no","no","","","","","","no","30131508","H87","0","0","0","0","02"
"06DU48","Ducto de aluminio para extraccion 4x8","16","0","0","0","0","0","5","0","0","","0","yes","0","","18/05/23","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30101806","H87","0","0","0","0","02"
"06DU68","Ducto de aluminio para extraccion 6x8","16","0","0","0","0","0","5","0","0","","0","yes","0","","18/05/23","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30101806","H87","0","0","0","0","02"
"06E055ME10070","Compresor 1E 1HP 5.5 pcm 70lts.","16","5543.1","5543.1","0","0","0","5","0","0","THE7911","0","yes","0","E055ME100.070","16/11/18","16/11/18","","0","0","0","8573.328","0","0","0","yes","","","no","no","0","0","0","no","16/11/18","0","","0","","","0","","no","no","","","","","","no","25191735","H87","0","0","0","0","02"
"06EAAG","Esmalte acrilico automotriz gris cubeta","16","2407.09","2407.09","0","0","0","5","0","0","PERC80","0","yes","0","","11/05/19","15/05/19","","0","0","0","3722.96587","0","0","0","yes","","","no","no","0","0","0","no","15/05/19","0","","0","000000","","0","","no","no","","","","","","no","31211501","XBJ","0","0","0","0","02"
"06EC12","Escuadra Carpintero 12 14376","16","71.51","68.5914","4","8","8","5","30","6","THE7911","0","yes","0","14376","01/06/12","12/08/22","","-189.64","-4","0","110.60213","0","0","0","yes","","","no","no","0","0","0","no","12/08/22","0","","3","000000","","0","","no","no","","","","","","no","27111803","H87","0","0","0","0","02"
"06EG13","Esparrago galv 1 x 3 mt","16","320.76","320.76","0","0","0","5","0","0","THE7911","0","yes","0","","03/09/16","06/09/16","","0","0","0","496.1088","0","0","0","yes","","","no","no","0","0","0","no","06/09/16","0","","0","000000","","0","","no","no","","","","","","no","30102405","H87","0","0","0","0","02"
"06ENCRA","Encendedor recargable 25130","16","19.70167","19.58943","6","0","0","5","0","0","THE7911","0","yes","0","","13/08/21","10/02/23","","0","0","0","30.47192","0","0","0","yes","","","no","no","0","0","0","no","10/02/23","0","","0","","","0","","no","no","","","","","","no","12131700","H87","0","0","0","0","02"
"06ESANG7","Esmeriladora angular 7 makita","16","1859.32","1859.32","0","0","0","5","25","6","THE7911","0","yes","0","","31/05/13","25/04/17","","-1637.93","-1","0","2875.74827","0","0","0","yes","","","no","no","0","0","0","no","25/04/17","0","","0","000000","","0","","no","no","","","","","","no","27111905","H87","0","0","0","0","02"
"06ESCC","Escuadra Combinacion 12 14380","16","116.02167","115.50048","8","8","8","5","30","6","THE7911","0","yes","0","14380","01/06/12","09/11/23","","-324.05","-4","0","179.44685","0","0","0","yes","","","no","no","0","0","0","no","09/11/23","0","","3","000000","","0","","no","no","","","","","","no","27111803","H87","0","0","0","0","02"
"06ESCJ22","Escoba t/ Cepillo Med 57054","16","36.13083","36.12197","10","24","32","5","32","6","THE7911","0","yes","0","57054","01/06/12","31/08/23","","0","0","0","55.88235","0","0","0","yes","","","no","no","0","0","0","no","31/08/23","0","","10.5","000000","","0","","no","no","","","","","","no","47131604","H87","0","0","0","0","02"
"06ESCPC","Escuadra Carpintero 8 14372","16","64.94167","63.3","7","0","0","5","0","0","THE7911","0","yes","0","","01/03/21","21/07/23","","0","0","0","100.44312","0","0","0","yes","","","no","no","0","0","0","no","21/07/23","0","","0","","","0","","no","no","","","","","","no","27111803","H87","0","0","0","0","02"
"06ESCTIJ","Escalera Tijera 5 Esc Fibra De Vidrio","16","1568.85","1568.85","2","0","0","5","0","0","THE7911","0","yes","0","16756","23/02/19","02/06/23","","0","0","0","2426.488","0","0","0","yes","","","no","no","0","0","0","no","02/06/23","0","","0","000000","","0","","no","no","","","","","","no","30191501","H87","0","0","0","0","02"
"06ESM","Esmeriladora angular 4 1/2 makita","16","1052.03","1039.904","0","0","0","5","25","6","HHI05","0","yes","0","","18/07/18","22/04/23","","0","0","0","1627.13973","0","0","0","yes","","","no","no","0","0","0","no","22/04/23","0","","0","000000","","0","","no","no","","","","","","no","27111905","H87","0","0","0","0","02"
"06ESM205D00100","Pint esmalte rojo bermellon ESM205D00100","16","115.872","115.872","13","14","14","5","0","0","PID111103","0","yes","0","","11/07/23","11/07/23","","0","0","0","179.21536","0","0","0","yes","","","no","no","0","0","0","no","11/07/23","0","","4","","","0","","no","no","","","","","","no","31211501","H87","0","0","0","0","02"
"06ESMABAAC","Esmalte acrilico base aceite comex sec rap cub","16","2862.06896","2862.06896","0","0","0","5","0","0","IAHC45","0","yes","0","","15/02/21","15/02/21","","0","0","0","4426.66666","0","0","0","yes","","","no","no","0","0","0","no","15/02/21","0","","0","000000","","0","","no","no","","","","","","no","60121001","H87","0","0","0","0","02"
"06ESML","Esmeriladora ang 4_1/2 M-mga90b","16","886.42","886.42","0","0","0","5","25","6","THE7911","0","yes","0","","14/08/14","01/06/17","","0","0","0","1370.99627","0","0","0","yes","","","no","no","0","0","0","no","14/08/14","0","","0","000000","","0","","no","no","","","","","","no","27111905","H87","0","0","0","0","02"
"06ESMTR77","Esmeriladora ang 7  2200w mod GA7020","16","1859.32","1859.32","0","0","0","5","25","6","THE7911","0","yes","0","","26/12/14","08/03/17","","0","0","0","2875.74827","0","0","0","yes","","","no","no","0","0","0","no","13/03/15","0","","0","000000","","0","","no","no","","","","","","no","27111905","H87","0","0","0","0","02"
"06ESP10","Espatula Tapizadora 10 14460","16","69.321","69.02928","11","8","8","5","24","6","THE7911","0","yes","0","14460","01/06/12","15/07/23","","-282.77","-4","0","107.21648","0","0","0","yes","","","no","no","0","0","0","no","15/07/23","0","","3","000000","","0","","no","no","","","","","","no","27111909","H87","0","0","0","0","02"
"06ESP381","Esparrago galv 3/8","16","19.46","19.57977","48","21","21","5","29","6","TME05","0","yes","0","","01/06/12","04/11/23","","-237.59","-39","0","30.09813","0","0","0","yes","","","no","no","0","0","0","no","04/11/23","0","","6","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESP78","Esparrago galv 7/8","16","0","0","0","0","0","5","29","6","","0","yes","0","","03/09/22","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA1","Esparrago galv 1","16","169.38","178.49078","18","70","70","5","29","6","TME05","0","yes","0","","01/06/12","04/11/23","","-422.24","-9","0","261.9744","0","0","0","yes","","","no","no","0","0","0","no","04/11/23","0","","20","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA12","Esparrago galv 1/2","16","40.46","39.83667","35","0","0","5","29","6","GOPR82","0","yes","0","","01/06/12","02/09/23","","-344.5","-28","0","62.57813","0","0","0","yes","","","no","no","0","0","0","no","02/09/23","0","","0","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA14","Esparrago galv 1/4","16","8.91","9.51086","142","0","0","5","29","6","TME05","0","yes","0","","01/06/12","04/11/23","","-31.47","-27","0","13.7808","0","0","0","yes","","","no","no","0","0","0","no","04/11/23","0","","0","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA34","Esparrago galv 3/4","16","90.4","90.16667","36","0","0","5","29","6","TME05","0","yes","0","","01/06/12","04/11/23","","-518.98","-94","0","139.81867","0","0","0","yes","","","no","no","0","0","0","no","04/11/23","0","","0","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA383","Esparrago galv 3/8x3 mts","16","75.54","75.54","0","0","0","5","0","0","TME05","0","yes","0","","28/07/21","04/08/21","","0","0","0","116.8352","0","0","0","yes","","","no","no","0","0","0","no","04/08/21","0","","0","","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA516","Esparrago galv 5/16","16","21.55","17.63632","17","0","0","5","29","6","TME05","0","yes","0","","01/06/12","25/06/22","","-44.83","-4","0","33.33067","0","0","0","yes","","","no","no","0","0","0","no","25/06/22","0","","0","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPA58","Esparrago galv 5/8","16","57.31","58.34215","21","14","14","5","29","6","HHI05","0","yes","0","","01/06/12","06/10/23","","-465.94","-36","0","88.63947","0","0","0","yes","","","no","no","0","0","0","no","06/10/23","0","","4","000000","","0","","no","no","","","","","","no","30102404","H87","0","0","0","0","02"
"06ESPC","Espadin compuesto 2","16","55.73","59.42057","402","364","364","5","29","6","TIS97","0","yes","0","","01/06/12","04/11/23","","-570.12","-604","0","86.19573","0","0","0","yes","","","no","no","0","0","0","no","04/11/23","0","","104","000000","","0","","no","no","","","","","","no","30103200","H87","0","0","0","0","02"
"06ESPEXP","Espuma expansiva 500 ml 10920","16","91.21167","91.20111","25","0","0","5","33","6","THE7911","0","yes","0","10920","01/06/12","18/10/23","","-245.69","-3","0","141.07405","0","0","0","yes","","","no","no","0","0","0","no","18/10/23","0","","0","000000","","0","","no","no","","","","","","no","13111300","H87","0","0","0","0","02"
"06ESPMA4","Espatula Mango Madera 4 14450","16","38.67417","38.5029","19","8","8","5","24","6","THE7911","0","yes","0","14450","15/10/18","13/05/23","","-51.72","-1","0","59.81605","0","0","0","yes","","","no","no","0","0","0","no","13/05/23","0","","3","000000","","0","","no","no","","","","","","no","27111909","H87","0","0","0","0","02"
"06ESPON","Esponja para afine","16","9.8","9.85941","52","0","0","5","33","6","GOPR82","0","yes","0","","01/06/12","25/09/23","","-414.92","-175","0","15.16","0","0","0","yes","","","no","no","0","0","0","no","25/09/23","0","","0","000000","","0","","no","no","","","","","","no","47131603","H87","0","0","0","0","02"
"06ESPONJ","Esponja amarilla lava carros","16","9.8","9.28811","206","0","0","5","24","6","GOPR82","0","yes","0","","08/05/15","27/09/23","","-31.02","-5","0","15.15733","0","0","0","yes","","","no","no","0","0","0","no","27/09/23","0","","0","000000","","0","","no","no","","","","","","no","47131603","H87","0","0","0","0","02"
"06ESTOP","Estopa","16","50.49","50.49","0","0","0","5","27","6","PIM78","0","yes","0","","01/06/12","31/05/22","","-62.07","-2","0","78.0912","0","0","0","yes","","","no","no","0","0","0","no","31/05/22","0","","0","000000","","0","","no","no","","","","","","no","11162116","H87","0","0","0","0","02"
"06ET16743","Escalera Tijera 5 Esc 16743","16","830.02","830.02","0","0","0","5","0","0","MRS53","0","yes","0","16743","10/06/22","10/06/22","","-1186.21","-1","0","1283.76427","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","30191501","H87","0","0","0","0","02"
"06EX0113","Pint esmalte gris perla 1 lt","16","115.828","106.5561","6","7","7","5","26","6","PID111103","0","yes","0","","11/04/13","22/12/22","","-192.25","-10","0","179.14731","0","0","0","yes","","","no","no","0","0","0","no","22/12/22","0","","2","000000","","0","","no","no","","","","","","no","31211501","H87","0","0","0","0","02"
"06EX011340","Pint esmalte Gris 4 Lt 221","16","414.192","414.192","8","7","14","5","0","0","PID111103","0","yes","0","EX011340","04/05/22","27/09/23","","-1105.18","-3","0","640.61696","0","0","0","yes","","","no","no","0","0","0","no","27/09/23","0","","2.66667","000000","","0","","no","no","","","","","","no","31211501","H87","0","0","0","0","02"
"06EX020050","Pint esmalte Blanco Cubeta","16","1796.58","1796.58","0","0","0","5","0","0","PERC80","0","yes","0","EX020050","04/05/22","05/05/22","","0","0","0","2778.7104","0","0","0","yes","","","no","no","0","0","0","no","05/05/22","0","","0","000000","","0","","no","no","","","","","","no","31211501","H87","0","0","0","0","02"
"06EX0384","Pint Esmalte Azul 4 Lt","16","410.56","410.56","0","0","0","5","0","0","PERC80","0","yes","0","EX038440","04/05/22","05/05/22","","0","0","0","634.99947","0","0","0","yes","","","no","no","0","0","0","no","05/05/22","0","","0","000000","","0","","no","no","","","","","","no","31211501","H87","0","0","0","0","02"
"06EX0777","Pint esmalte amarillo 1 lt","16","115.87","107.37126","8","7","7","5","26","6","PID111103","0","yes","0","","11/04/13","22/12/22","","-155.17","-1","0","179.21227","0","0","0","yes","","","no","no","0","0","0","no","22/12/22","0","","2","000000","","0","","no","no","","","","","","no","31211501","H87","0","0","0","0","02"
"06EXHIBBCO18","Exhibicel Blanco 18 mm 1 cara Abastos","16","815.94828","815.94828","0","0","0","5","0","0","TRI97","0","yes","0","","15/11/21","15/11/21","","0","0","0","1262.00001","0","0","0","yes","","","no","no","0","0","0","no","15/11/21","0","","0","000000","","0","","no","no","","","","","","no","56131600","H87","0","0","0","0","02"
"06EXTAT36","Extractores atmosféricos en mod 36 con base e instalación","16","4500","4500","0","0","0","5","0","0","CUBT87","0","yes","0","","19/08/20","19/08/20","","0","0","0","6960","0","0","0","yes","","","no","no","0","0","0","no","19/08/20","0","","0","","","0","","no","no","","","","","","no","22101708","H87","0","0","0","0","02"
"06EXTENCID","ZZZ No Usar Extencion uso rudo 6m","16","45.058","45.058","0","0","0","5","15","5","THE7911","0","yes","0","48044","11/12/14","09/01/19","","-42.24","-1","0","69.68971","0","0","0","yes","","","no","no","0","0","0","no","09/01/19","0","","0","000000","","0","","no","no","","","","","","no","39121440","H87","0","0","0","0","02"
"06EXTINT","Extintor 4.5 kg","16","814.66","814.66","0","0","0","5","0","0","THE7911","0","yes","0","","22/02/20","22/02/20","","0","0","0","1260.00747","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","46191601","H87","0","0","0","0","02"
"06EXTUSDR3","Extencion uso rudo 30 mts  iusa","16","249.3533","249.3533","0","0","0","5","2","8","THE7911","0","yes","0","","15/05/15","22/05/15","","0","0","0","385.66644","0","0","0","yes","","","no","no","0","0","0","no","22/05/15","0","","0","000000","","0","","no","no","","","","","","no","39121440","H87","0","0","0","0","02"
"06FEL","Felpa 9 para rodillo 13885","16","16.78292","16.78295","0","8","240","5","0","6","THE7911","0","yes","0","13885","01/06/12","18/09/23","","-172.83","-27","0","25.95758","0","0","0","yes","","","no","no","0","0","0","no","18/09/23","0","","28.5","000000","","0","","no","no","","","","","","no","31211900","H87","0","0","0","0","02"
"06FEL4","Repuesto P/Rodillo 4 10740","16","8.75667","8.70052","0","0","0","5","0","0","THE7911","0","yes","0","13907","18/03/17","03/07/20","","-37.5","-10","0","13.54365","0","0","0","yes","","","no","no","0","0","0","no","03/07/20","0","","0","000000","","0","","no","no","","","","","","no","31211900","H87","0","0","0","0","02"
"06FG19","Fondo anticorrosivo Cub 19","16","1604.15","1604.15","0","0","0","5","26","6","MRS53","0","yes","0","","01/06/12","11/01/22","","-6717.25","-15","0","2481.08533","0","0","0","yes","","","no","no","0","0","0","no","22/04/15","0","","0","000000","","0","","no","no","","","","","","no","31211518","H87","0","0","0","0","02"
"06FLECIMP","Flexometro 2 mts truper 14602","16","25.53833","25.14045","8","0","0","5","33","6","THE7911","0","yes","0","","01/06/12","04/10/21","","-546.1","-10","0","39.49928","0","0","0","yes","","","no","no","0","0","0","no","04/10/21","0","","0","000000","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLEX12696","Flexometro 8 mts truper 12696","16","127.7001","127.7001","0","0","0","5","33","6","THE7911","0","yes","0","","29/03/19","31/03/19","","0","0","0","197.50949","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLEX3B","Pija Hexagonal 1/4 X 1 1/2","16","1.2","1.12873","13","0","0","5","6","0","MRS53","0","yes","0","","14/09/19","11/10/22","","0","0","0","1.856","0","0","0","yes","","","no","no","0","0","0","no","26/01/21","0","","0","","","0","","no","no","","","","","","no","27112157","H87","0","0","0","0","02"
"06FLEX500","Pija Hexagonal 3/16 X1 1/2","16",".6",".6","0","0","0","5","2","6","THE7911","0","yes","0","","24/01/20","24/01/20","","0","0","0",".928","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","27112157","H87","0","0","0","0","02"
"06FLEX55","Flexometro cadena 5.  mts","16","94.3","94.3","23","0","0","5","33","6","HHI05","0","yes","0","","01/06/12","31/08/23","","-802.61","-13","0","145.85067","0","0","0","yes","","","no","no","0","0","0","no","31/08/23","0","","0","000000","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLEX8MT","Flexometro 8 mts truper","16","98.51","98.51","0","0","0","5","33","6","MRS53","0","yes","0","14607","01/06/12","20/09/23","","-787.6","-9","0","152.36213","0","0","0","yes","","","no","no","0","0","0","no","07/02/15","0","","0","000000","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLEXC55","Flexometro cadena 5.5  mts","16","113.47","113.47","23","0","0","5","33","6","HHI05","0","yes","0","","04/03/13","31/08/23","","-787.91","-11","0","175.50027","0","0","0","yes","","","no","no","0","0","0","no","31/08/23","0","","0","000000","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLEXC7","Flexometro cadena 7.5m","16","180.469","183.18267","17","7","7","5","0","6","HHI05","0","yes","0","","01/06/12","31/08/23","","-1860.28","-15","0","279.12539","0","0","0","yes","","","no","no","0","0","0","no","31/08/23","0","","2","000000","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLEXC9","Flexometro cadena 9m","16","227.79","227.79","4","0","0","5","33","6","FIN87","0","yes","0","","01/06/12","03/08/22","","-839.23","-5","0","352.3152","0","0","0","yes","","","no","no","0","0","0","no","03/08/22","0","","0","000000","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FLOXCA36","Flexometro cadena 3.6 mts","16","63.37","63.37","8","0","0","5","33","6","FIN87","0","yes","0","","23/07/22","03/08/22","","-84.48","-1","0","98.01227","0","0","0","yes","","","no","no","0","0","0","no","03/08/22","0","","0","","","0","","no","no","","","","","","no","27111801","H87","0","0","0","0","02"
"06FOCLED5W","Foco Led A19 5w 6500k","16","20.055","20.055","0","0","0","5","0","0","THE7911","0","yes","0","","28/02/20","28/02/20","","0","0","0","31.0184","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","39101600","H87","0","0","0","0","02"
"06FONDL","Fondo Rojo Oxido Galon","16","247.86","247.86","0","0","0","5","26","6","PID111103","0","yes","0","","30/09/14","20/06/22","","-357.76","-1","0","383.3568","0","0","0","yes","","","no","no","0","0","0","no","20/06/22","0","","0","000000","","0","","no","no","","","","","","no","31211518","H87","0","0","0","0","02"
"06FONDSG","Fondo anticorr rojo oxido lt","16","76.032","75.03121","26","7","7","5","26","6","PID111103","0","yes","0","","06/09/14","21/10/23","","-408.77","-10","0","117.59616","0","0","0","yes","","","no","no","0","0","0","no","21/10/23","0","","2","000000","","0","","no","no","","","","","","no","31211518","H87","0","0","0","0","02"
"06FONDUK","Fondo anticor gris Lto","16","76.032","75.71241","3","7","28","5","26","6","PID111103","0","yes","0","","02/10/14","21/10/23","","-795.26","-9","0","117.59616","0","0","0","yes","","","no","no","0","0","0","no","21/10/23","0","","3.6","000000","","0","","no","no","","","","","","no","31211518","H87","0","0","0","0","02"
"06FONP1","Cincel ladrillero 12190","16","81.72","81.72","0","0","0","5","0","0","THE7911","0","yes","0","","15/06/17","15/06/17","","0","0","0","126.3936","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","27111906","H87","0","0","0","0","02"
"06FONSDS","Fondo oxido galon PRE207","16","254.832","253.94653","9","14","14","5","26","6","PID111103","0","yes","0","","06/09/14","21/10/23","","-2319.4","-68","0","394.14016","0","0","0","yes","","","no","no","0","0","0","no","21/10/23","0","","4","000000","","0","","no","no","","","","","","no","31211518","H87","0","0","0","0","02"
"06FONSN","Fondo gris galon PRE221","16","254.832","254.832","9","0","0","5","26","6","PID111103","0","yes","0","","06/09/14","27/09/23","","-2903.81","-9","0","394.14016","0","0","0","yes","","","no","no","0","0","0","no","27/09/23","0","","0","000000","","0","","no","no","","","","","","no","31211518","H87","0","0","0","0","02"
