"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni"
"7","0618178","164","1","0","yes","99.09","16","0","1516481","0","00005289","DPQ01847","yes","0","","0"
"8","06MAR4","79","1","0","yes","47.43","16","0","1516481","0","00005289","DPQ01847","yes","0","","0"
"1","01T244","138","2","0","yes","95.07","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"2","02TORS2",".39","100","0","yes",".2518","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"3","02TORS212",".38","100","0","yes",".2408","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"4","0612589","13.3","1","0","yes","8.02666","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"5","0612590","21.76","1","0","yes","13.13333","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"6","06LIJAESM","12","4","0","yes","7.2972","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"7","08RONP58",".9","1","0","yes",".55","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"8","08TOR584","13.6","1","0","yes","8.18","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"9","08TUER58","2.4","1","0","yes","1.42","16","0","1519384","0","00005290","DPQ01847","yes","0","","0"
"1","01VAR34","587.9","20","0","yes","339.123","16","0","1522050","0","00005291","DPQ01660","yes","0","","0"
"1","01VAR38","140","50","0","yes","98.7","16","0","1522123","0","00005292","DPQ01660","yes","0","","0"
"1","01ALREC","22","2","0","yes","16.5","16","0","1526699","0","00005293","DPQ01847","yes","0","","0"
"2","01MALSOL10","22.75","50","0","yes","15.8474","16","0","1526699","0","00005293","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","165","100","0","yes","111.638","16","0","1526923","0","00005294","DPQ01660","yes","0","","0"
"1","01CEMCAZ50","139","400","0","yes","111.638","16","0","1528451","0","00005295","ZI032968","yes","0","","0"
"1","01CEMCAZ50","139","300","0","yes","111.638","16","0","1528455","0","00005296","ZI032969","yes","0","","0"
"1","01CEMCAZ50","139","300","0","yes","111.638","16","0","1528459","0","00005297","ZI032970","yes","0","","0"
"1","01CAL","70","100","0","yes","47.4138","16","0","1530273","0","00005298","DPQ01660","yes","0","","0"
"1","01VAR38","135","10","0","yes","98.7","16","0","1530818","0","00005299","DPQ01660","yes","0","","0"
"1","01VAR38","135","40","0","yes","98.7","16","0","1530822","0","00005300","DPQ01660","yes","0","","0"
"1","03ANG18112","25.2","354","0","yes","16.2","16","0","1533194","0","00005301","DPQ01660","yes","0","","0"
"2","03ANG18114","25.2","288","0","yes","17.8","16","0","1533194","0","00005301","DPQ01660","yes","0","","0"
"1","02PANLIG12","126.5","60","0","yes","87.99","16","0","1533549","0","00005302","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","139","400","0","yes","111.638","16","0","1535716","0","00005303","ZI032968","yes","0","","0"
"1","01CEMCAZ50","139","300","0","yes","111.638","16","0","1535720","0","00005304","ZI032969","yes","0","","0"
"1","01CEMCAZ50","139","300","0","yes","111.638","16","0","1535731","0","00005305","ZI032970","yes","0","","0"
"1","01ALREC","24","5","0","yes","16.5","16","0","1537351","0","00005306","DPQ01847","yes","0","","0"
"2","01CEMCAZ50","165","16","0","yes","111.638","16","0","1537351","0","00005306","DPQ01847","yes","0","","0"
"3","01MALSOL6","41","3","0","yes","29.29","16","0","1537351","0","00005306","DPQ01847","yes","0","","0"
"4","01VAR38","140","4","0","yes","98.7","16","0","1537351","0","00005306","DPQ01847","yes","0","","0"
"5","06CLA212","29","2","0","yes","17.9938","16","0","1537351","0","00005306","DPQ01847","yes","0","","0"
"1","06PES300T","71.2","2","0","yes","46.21","16","0","1539310","0","00005307","DPQ01847","yes","0","","0"
"1","06CANDML","125","1","0","yes","80.26541","16","0","1540231","0","00005308","DPQ01847","yes","0","","0"
"2","06CINAIS6018","14.8","3","0","yes","9.2169","16","0","1540231","0","00005308","DPQ01847","yes","0","","0"
"3","0848222","153","1","0","yes","98.816","16","0","1540231","0","00005308","DPQ01847","yes","0","","0"
"1","03POL1214","34.5","288","0","yes","16.9","16","0","1542264","0","00005309","DPQ01847","yes","0","","0"
"2","03POL88","34.5","86","0","yes","19.2","16","0","1542264","0","00005309","DPQ01847","yes","0","","0"
"3","04HDCM14","64","2","0","yes","38.25","16","0","1542264","0","00005309","DPQ01847","yes","0","","0"
"4","04HDDC412","26.2","10","0","yes","15.5","16","0","1542264","0","00005309","DPQ01847","yes","0","","0"
"5","04HSI2178","61.4","10","0","yes","36.2","16","0","1542264","0","00005309","DPQ01847","yes","0","","0"
"6","06FG19","2250","1","0","yes","1412.34","16","0","1542264","0","00005309","DPQ01847","yes","0","","0"
"1","03POL88","34.5","172","0","yes","19.2","16","0","1545472","0","00005310","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","170","100","0","yes","111.638","16","0","1551778","0","00005311","DPQ01660","yes","0","","0"
"2","01VAR38","145","50","0","yes","98.7002","16","0","1551778","0","00005311","DPQ01660","yes","0","","0"
"1","03POL66","36","500","0","yes","19.2","16","0","1552809","0","00005312","DPQ01847","yes","0","","0"
"2","04HSI2178","65","5","0","yes","36.2","16","0","1552809","0","00005312","DPQ01847","yes","0","","0"
"1","03SOL144","30.1","31","0","yes","16.3","16","0","1552993","0","00005313","DPQ01847","yes","0","","0"
"1","03SOL143","30.7","24","0","yes","18.1","16","0","1553225","0","00005314","DPQ01847","yes","0","","0"
"1","03SOL316112","28.7","18","0","yes","15.7","16","0","1559684","0","00005315","DPQ01847","yes","0","","0"
"1","01DUE18","40","16","0","yes","31","16","0","1561249","0","00005316","DPQ01847","yes","0","","0"
"2","06T501","28","2","0","yes","17.16","16","0","1561249","0","00005316","DPQ01847","yes","0","","0"
"1","03POL66","36","150","0","yes","19.2","16","0","1566934","0","00005317","DPQ01847","yes","0","","0"
"2","03SOL316112","29.7","9","0","yes","15.7","16","0","1566934","0","00005317","DPQ01847","yes","0","","0"
"1","06PESB","203.7","4","0","yes","131.69","16","0","1566983","0","00005318","DPQ01847","yes","0","","0"
"1","01BLO10","8.8","30","0","yes","5.8621","16","0","1567205","0","00005319","DPQ01847","yes","0","","0"
"2","01CEMCAZ50","168","2","0","yes","111.638","16","0","1567205","0","00005319","DPQ01847","yes","0","","0"
"1","01BLO15","10.4","600","0","yes","6.7241","16","0","1569888","0","00005636","ZI061912","yes","0","","0"
"1","04HDDC412","25","5","0","yes","15.5","16","0","1570851","0","00005321","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","170","100","0","yes","116.8105","16","0","1570881","0","00005320","DPQ01660","yes","0","","0"
"1","01BLO10","8.5","30","0","yes","5.8621","16","0","1571301","0","00005322","DPQ01847","yes","0","","0"
"2","01CEMCAZ50","172","3","0","yes","116.8105","16","0","1571301","0","00005322","DPQ01847","yes","0","","0"
"1","03POL36","36","182.4","0","yes","19.2","16","0","1578504","0","00005323","DPQ01847","yes","0","","0"
"2","03PTR21214","36","135","0","yes","19.2","16","0","1578504","0","00005323","DPQ01847","yes","0","","0"
"1","01BLO15","9","9","0","yes","6.1207","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"2","01DUE18","45","6","0","yes","31","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"3","0613295","56","1","0","yes","35.75527","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"4","0614271","56.3","1","0","yes","35.755","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"5","0647350","24","1","0","yes","14.741","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"6","06AERT","52.4","3","0","yes","31.62","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"7","06MULB6","90","1","0","yes","54.72669","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"8","08BICPALG","9","2","0","yes","5.46","16","0","1579395","0","00005324","DPQ01847","yes","0","","0"
"1","03LA10126400","840","16","0","yes","471.21","16","0","1581522","0","00005325","DPQ01847","yes","0","","0"
"2","03LA10126500","1050","16","0","yes","755","16","0","1581522","0","00005325","DPQ01847","yes","0","","0"
"3","04HPPB141","1.1","1300","0","yes",".711","16","0","1581522","0","00005325","DPQ01847","yes","0","","0"
"1","06FONSDS","565","1","0","yes","366.16","16","0","1583421","0","00005326","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","170","100","0","yes","116.8105","16","0","1589105","0","00005327","DPQ01660","yes","0","","0"
"1","03LAMC2836","520","36","0","yes","355.392","16","0","1590671","0","00005328","DPQ01847","yes","0","","0"
"2","04HPPB141","1.2","1000","0","yes",".711","16","0","1590671","0","00005328","DPQ01847","yes","0","","0"
"1","03VRED12","27.1","51.2","0","yes","16.2","16","0","1596021","0","00005329","DPQ01847","yes","0","","0"
"2","05COPCOB12","5.3","1","0","yes","3.284","16","0","1596021","0","00005329","DPQ01847","yes","0","","0"
"3","0611915","36","1","0","yes","23.35","16","0","1596021","0","00005329","DPQ01847","yes","0","","0"
"4","0611925","171.6","1","0","yes","111.375","16","0","1596021","0","00005329","DPQ01847","yes","0","","0"
"1","01DUE18","45","12","0","yes","31","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"2","01T244","138","3","0","yes","95.07","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"3","0617025","195","1","0","yes","127.69666","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"4","0617967","25","2","0","yes","14.59","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"5","0617968","32","3","0","yes","19.2","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"6","0617981","502","1","0","yes","302.82","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"7","0624740","34","1","0","yes","20.43166","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"8","06CINAIS6018","16","1","0","yes","8.75655","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"9","06VACT010","37","2","0","yes","22.33","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"10","0846122","13.5","2","0","yes","8.757","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"11","0846123","15","2","0","yes","8.756","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"12","0848215","52","1","0","yes","30.8088","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"13","08EXT2","28","2","0","yes","17.7903","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"14","08ROS3","13","1","0","yes","7.84","16","0","1600559","0","00005330","DPQ01847","yes","0","","0"
"1","02PANPERF","378","12","0","yes","310.345","16","0","1610744","0","00005331","DPQ01847","yes","0","","0"
"1","01CUBBL19","2.7","300","0","yes","2.15518","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"2","01MELBLAB15","530.25","27","0","yes","435.28074","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"3","02TOR34",".2","200","0","yes",".1416","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"4","02TORS3",".5","1000","0","yes",".38","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"5","0615015","150","1","0","yes","91.21","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"6","0644396","26.5","49","0","yes","16.0533","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"7","06FONSN","605","3","0","yes","366.16","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"8","06MENS810","12","40","0","yes","7.297","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"9","06PEGAMM","49","2","0","yes","29.58888","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"10","06T501","28.4","3","0","yes","17.16","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"11","08RON38",".8","68","0","yes",".52","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"12","08RONP38",".2","68","0","yes",".14","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"13","08TUER38",".5","68","0","yes",".32","16","0","1620161","0","00005332","DPQ01847","yes","0","","0"
"2","0615016","151.8","2","0","yes","98.51","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"3","0615017","196.8","4","0","yes","127.7","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"4","06BF34","290.96","1","0","yes","200.67","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"1","0611673","56.33","5","0","yes","35.7555","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"5","06BRF14","31.6","2","0","yes","20.432","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"6","06BRF18","9","2","0","yes","5.83733","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"7","06BRF316","18","1","0","yes","11.675","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"8","06BRF38","77.2","1","0","yes","49.62","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"9","06BRF516","47.2","1","0","yes","30.647","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"10","06ESP381","28.6","1","0","yes","17.28","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"11","06PENM1","152","1","0","yes","92.15","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"12","08RON38",".86","4","0","yes",".52","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"13","08TUER38",".5","6","0","yes",".32","16","0","1620360","0","00005333","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","170","10","0","yes","116.8105","16","0","1623024","0","00005334","DPQ01660","yes","0","","0"
"1","01CEMCAZ50","170","90","0","yes","116.8105","16","0","1623034","0","00005335","DPQ01660","yes","0","","0"
"1","03LA10126600","1380","4","0","yes","906","16","0","1630230","0","00005336","DPQ01847","yes","0","","0"
"2","03LPCR726","700","2","0","yes","484.04","16","0","1630230","0","00005336","DPQ01847","yes","0","","0"
"3","04HPPB141","1","150","0","yes",".7515","16","0","1630230","0","00005336","DPQ01847","yes","0","","0"
"3","0613295","50","1","0","yes","35.75527","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"4","0618086","61.8","1","0","yes","40.13","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"5","0618088","70","1","0","yes","45.24","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"6","0619710","150","1","0","yes","91.21","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"7","0620401","23.7","1","0","yes","15.3648","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"8","06ACE31","20.5","1","0","yes","12.405","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"9","06BRIC4","45","4","0","yes","28.75","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"1","04HFMEN1012B","14.2","4","0","yes","8.0289","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"2","0612123","534.2","1","0","yes","346.61","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"10","06PERA24","265","4","0","yes","171.48","16","0","1635688","0","00005337","DPQ01847","yes","0","","0"
"1","01ALREC","26.5","2","0","yes","16.5","16","0","1643120","0","00005338","DPQ01847","yes","0","","0"
"2","01ARM124","190","6","0","yes","129.96","16","0","1643120","0","00005338","DPQ01847","yes","0","","0"
"3","01BLO12","8.9","300","0","yes","6.12069","16","0","1643120","0","00005338","DPQ01847","yes","0","","0"
"4","01CEMCAZ50","168","14","0","yes","116.8105","16","0","1643120","0","00005338","DPQ01847","yes","0","","0"
"1","02ECAG6305","45.6","18","0","yes","30.74","16","0","1647988","0","00005339","DPQ01847","yes","0","","0"
"2","02EPP6305","56","10","0","yes","38.02","16","0","1647988","0","00005339","DPQ01847","yes","0","","0"
"3","02PANN2","147.25","8","0","yes","88","16","0","1647988","0","00005339","DPQ01847","yes","0","","0"
"4","02TOR812",".29","100","0","yes",".13","16","0","1647988","0","00005339","DPQ01847","yes","0","","0"
"5","02TORS118PF",".29","600","0","yes",".1065","16","0","1647988","0","00005339","DPQ01847","yes","0","","0"
"1","01CAL","72","3","0","yes","44.56975","16","0","1648249","0","00005340","DPQ01847","yes","0","","0"
"1","01DUE18","45","10","0","yes","31","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"2","0519017","488.3","1","0","yes","310.12","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"3","0617025","185.2","1","0","yes","127.69666","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"4","0617831","6.2","3","0","yes","4.08633","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"5","06BRF1132","50","1","0","yes","30.647","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"6","06MAP3810","756.2","1","0","yes","480.06","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"7","06MULB6","90.5","1","0","yes","54.72669","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"8","06PINESBCOM","511","1","0","yes","332.2","16","0","1651777","0","00005341","DPQ01847","yes","0","","0"
"1","03ANG1834","29.4","16.8","0","yes","18.15","16","0","1651811","0","00005342","DPQ01847","yes","0","","0"
"2","03PC7520","42","9.6","0","yes","28.2","16","0","1651811","0","00005342","DPQ01847","yes","0","","0"
"3","04HSI2176","60","1","0","yes","40.7","16","0","1651811","0","00005342","DPQ01847","yes","0","","0"
"8","08RON14",".65","20","0","yes",".39","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"9","08TOR142",".96","20","0","yes",".58","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"10","08TUER14",".25","20","0","yes",".15","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"1","03PTR34","39","6.3","0","yes","20","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"2","04HDISC","18.79","2","0","yes","10.53","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"3","0613695","4290","1","0","yes","2590.42","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"4","0626005","132","1","0","yes","80.2675","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"5","06BRF12","155","1","0","yes","94.864","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"6","06BRF14","33","2","0","yes","20.432","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"7","06BRF1532","138","1","0","yes","83.919","16","0","1659777","0","00005343","DPQ01847","yes","0","","0"
"1","03PTR34","38","12.6","0","yes","20","16","0","1659794","0","00005344","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","167","2","0","yes","116.8105","16","0","1663713","0","00005345","DPQ01847","yes","0","","0"
"1","03ANG1834","29.4","28","0","yes","20.05","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"2","03PTR34","39","6.3","0","yes","20","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"3","0644396","21.8","13","0","yes","16.05","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"4","06BRF14","33","1","0","yes","20.432","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"5","06BRF316","19","2","0","yes","11.675","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"6","08RONP38",".3","9","0","yes",".14","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"7","08TUER38",".5","9","0","yes",".32","16","0","1674906","0","00005346","DPQ01847","yes","0","","0"
"2","0616452","664","1","0","yes","430.825","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"3","06T501","28.4","3","0","yes","17.16","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"4","08RON14",".6","20","0","yes",".39","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"5","08RON316",".55","20","0","yes",".34","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"6","08RONP14",".1","20","0","yes",".06","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"1","03ANG1834","29.9","5.6","0","yes","20.05","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"7","08TOR14212","1.2","20","0","yes",".74","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"8","08TUER14",".2","20","0","yes",".15","16","0","1675189","0","00005347","DPQ01847","yes","0","","0"
"1","01CEMCAZ50","172","100","0","yes","116.8105","16","0","1679424","0","00005348","DPQ01660","yes","0","","0"
"2","01VAR38","160","50","0","yes","117.3743","16","0","1679424","0","00005348","DPQ01660","yes","0","","0"
"1","03LA10126600","1440","46","0","yes","906","16","0","1685155","0","00005349","DPQ01660","yes","0","","0"
"2","03POL46","39","400","0","yes","27.2","16","0","1685155","0","00005349","DPQ01660","yes","0","","0"
"3","03SOL3161","32.7","18","0","yes","19.05","16","0","1685155","0","00005349","DPQ01660","yes","0","","0"
"4","04HPPB141","1.2","1000","0","yes",".711","16","0","1685155","0","00005349","DPQ01660","yes","0","","0"
"1","01ALREC","30","5","0","yes","21.3","16","0","1685795","0","00005350","DPQ01660","yes","0","","0"
"2","01ARM204","225","10","0","yes","147.44","16","0","1685795","0","00005350","DPQ01660","yes","0","","0"
"3","01CEMCAZ50","172","10","0","yes","116.8105","16","0","1685795","0","00005350","DPQ01660","yes","0","","0"
"4","01VAR38R","165","5","0","yes","117.3743","16","0","1685795","0","00005350","DPQ01660","yes","0","","0"
"5","05TUBGALV522","295","15","0","yes","158.29814","16","0","1685795","0","00005350","DPQ01660","yes","0","","0"
"6","06MACI122","102","60","0","yes","61.6514","16","0","1685795","0","00005350","DPQ01660","yes","0","","0"
"1","03ANG1834","29.9","5.6","0","yes","20.85","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"2","03PTR34","38","6.3","0","yes","20","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"3","0646102","17","3","0","yes","10.21581","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"4","06AEROB","50","5","0","yes","31.62083","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"5","06BRF14","32","2","0","yes","20.432","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"6","06GRAPP6","7","2","0","yes","4.0135","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"7","08CAJCHR","14","3","0","yes","8.43","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"8","08RONP14",".1","40","0","yes",".06","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"9","08TAPDM","6","3","0","yes","3.648","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"10","08TOR142",".9","40","0","yes",".58","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"11","08TUER14",".3","40","0","yes",".15","16","0","1686051","0","00005351","DPQ01847","yes","0","","0"
"1","01BLO12","9.5","1500","0","yes","6.4655","16","0","1690670","0","00005856","ZI066283","yes","0","","0"
"1","0649560213","470","1","0","yes","286.51","16","0","1702105","0","00005352","DPQ01847","yes","0","","0"
"2","08CONC12TF","7.8","2","0","yes","4.741","16","0","1702105","0","00005352","DPQ01847","yes","0","","0"
"3","08FOCMR16","38.3","3","0","yes","23.15","16","0","1702105","0","00005352","DPQ01847","yes","0","","0"
"1","0611453","55","1","0","yes","33.565","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"2","0613177","620","1","0","yes","375.79","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"3","0613245","59","1","0","yes","35.75","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"4","0618100","13","1","0","yes","8.1078","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"5","0618283","42","1","0","yes","25.54","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"6","06AEROB","50","2","0","yes","31.62083","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"7","0848284","20.5","1","0","yes","12.4","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"8","08RON316",".5","20","0","yes",".34","16","0","1707204","0","00005353","DPQ01847","yes","0","","0"
"1","02TOR812",".35","100","0","yes",".25118","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"2","03LA10126300","675","7","0","yes","503.25","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"3","03LA10126500","1125","4","0","yes","755","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"4","03LA10126600","1350","3","0","yes","906","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"5","03LG31026","498.48","1","0","yes","327.37","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"6","04HPPB141","1","300","0","yes",".711","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"7","05CODPVC390","11.7","8","0","yes","7.632","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"8","05PEGAD500","121","1","0","yes","79.09","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"9","05TUBPVCN3","43.2","12","0","yes","28.04973","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"10","06PES300T","71.2","2","0","yes","46.21","16","0","1725833","0","00005354","DPQ01847","yes","0","","0"
"1","01SON20","145","1","0","yes","93.9","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"2","03SOL31634","35.1","5","0","yes","21.71","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"3","05TUBGALV522","295","1","0","yes","158.29814","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"4","06ABRA2","7","5","0","yes","4.29","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"5","06CMO2158","27","19","0","yes","16.36","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"6","06CONT112","37","4","0","yes","22.36","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"7","06COP112","9.5","4","0","yes","5.74","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"8","06TORNIN","7.9","5","0","yes","4.81","16","0","1726419","0","00005355","DPQ01660","yes","0","","0"
"1","05TUBGALV522","295","9","0","yes","158.29814","16","0","1726482","0","00005356","DPQ01660","yes","0","","0"
"1","01CEMCAZ50","178","100","0","yes","116.81","16","0","1733490","0","00005357","DPQ01660","yes","0","","0"
"1","02TORS2",".38","200","0","yes",".2467","16","0","1733697","0","00005358","DPQ01847","yes","0","","0"
"2","06LIJAESM","12","4","0","yes","7.29689","16","0","1733697","0","00005358","DPQ01847","yes","0","","0"
"3","06LIJMG","6","4","0","yes","3.6484","16","0","1733697","0","00005358","DPQ01847","yes","0","","0"
"4","06PEGM20","38","2","0","yes","24.02","16","0","1733697","0","00005358","DPQ01847","yes","0","","0"
"5","06PEGM220","60","3","0","yes","37.41","16","0","1733697","0","00005358","DPQ01847","yes","0","","0"
"6","06T501","27.5","5","0","yes","17.16","16","0","1733697","0","00005358","DPQ01847","yes","0","","0"
"1","03ANG1834","31.9","8.4","0","yes","20.85","16","0","1748455","0","00005359","DPQ01847","yes","0","","0"
"2","0644396","26.5","4","0","yes","16.05","16","0","1748455","0","00005359","DPQ01847","yes","0","","0"
"3","08RONP38",".23","4","0","yes",".14","16","0","1748455","0","00005359","DPQ01847","yes","0","","0"
"4","08TUER38",".5","4","0","yes",".32","16","0","1748455","0","00005359","DPQ01847","yes","0","","0"
"1","03LN41014","2818","5","0","yes","1598.8","16","0","1752325","0","00005360","DPQ01660","yes","0","","0"
"2","03PTR114","41","84","0","yes","27.7","16","0","1752325","0","00005360","DPQ01660","yes","0","","0"
"3","03PTR11414","41","108","0","yes","27.7","16","0","1752325","0","00005360","DPQ01660","yes","0","","0"
"4","03SOL181","34.7","60","0","yes","20.66","16","0","1752325","0","00005360","DPQ01660","yes","0","","0"
"5","03TC3031","287","15","0","yes","184.05333","16","0","1752325","0","00005360","DPQ01660","yes","0","","0"
"6","03VRED12","31.6","64","0","yes","20.24","16","0","1752325","0","00005360","DPQ01660","yes","0","","0"
"8","04PAS5","92","2","0","yes","51.88","16","0","1752426","0","00005361","DPQ01660","yes","0","","0"
"9","0611688","54","8","0","yes","32.8365","16","0","1752426","0","00005361","DPQ01660","yes","0","","0"
