"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MRSIZ143","25/08/23","160.86","yes","138.67","0","0","0","16","0","0","4210949","ZINC1381","ZI092981","","0","no","48","0","44992","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","25/08/23","128.9","yes","111.12","0","0","0","16","0","0","4210992","ZINC1382","ZI092970","","0","no","48","0","45425","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","25/08/23","118.8","yes","102.41","0","0","0","16","0","0","4210995","ZINC1383","ZI092885","","0","no","48","0","45449","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"HIAA8","25/08/23","63","yes","54.31","0","0","0","16","0","0","4210998","ZINC1384","ZI092863","","0","no","48","0","45470","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","26/08/23","35","yes","30.17","0","0","0","16","0","0","4214507","ZINC1385","ZI093056","","0","no","48","0","44360","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","26/08/23","500","yes","431.03","0","0","0","16","0","0","4214510","ZINC1386","ZI093041","","0","no","97","0","44376","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"HIAA8","28/08/23","273.3","yes","235.6","0","0","0","16","0","0","4218149","ZINC1387","ZI093235","","0","no","48","0","48808","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MATR","28/08/23","8000","yes","6896.55","0","0","0","16","0","0","4218177","ZINC1388","ZI093090","","0","no","97","0","48947","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"AACE611","31/08/23","205.2","yes","176.9","0","0","0","16","0","0","4230723","ZINC1389","ZI093355","","0","no","152","0","45837","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"ROEM74","31/08/23","232.2","yes","200.17","0","0","0","16","0","0","4230785","ZINC1390","ZI092789","","0","no","48","0","46368","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI046","31/08/23","48","yes","41.38","0","0","0","16","0","0","4230788","ZINC1391","ZI093262","","0","no","07","0","46390","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","31/08/23","19.6","yes","16.9","0","0","0","16","0","0","4230791","ZINC1392","ZI093285","","0","no","48","0","46407","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"CAGF670","31/08/23","16.17","yes","13.94","0","0","0","16","0","0","4230794","ZINC1393","ZI093294","","0","no","07","0","46425","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"CERE89","31/08/23","25.2","yes","21.72","0","0","0","16","0","0","4230819","ZINC1394","ZI093298","","0","no","48","0","46447","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"RAUF870","31/08/23","12","yes","10.34","0","0","0","16","0","0","4230823","ZINC1395","ZI093328","","0","no","07","0","46468","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MEPE90","31/08/23","98.8","yes","85.17","0","0","0","16","0","0","4230828","ZINC1396","ZI093342","","0","no","318","0","46487","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"FORS75","31/08/23","147","yes","126.72","0","0","0","16","0","0","4230831","ZINC1397","ZI093344","","0","no","306","0","46501","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS7165","31/08/23","127.5","yes","109.91","0","0","0","16","0","0","4231623","ZINC1398","ZI092338","","0","no","13","0","52648","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS7165","31/08/23","110","yes","94.83","0","0","0","16","0","0","4231637","ZINC1399","ZI093023","","0","no","13","0","52734","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS7165","31/08/23","140","yes","120.69","0","0","0","16","0","0","4231640","ZINC1400","ZI092862","","0","no","13","0","52772","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","01/09/23","110.5","yes","95.26","0","0","0","16","0","0","4236451","ZINC1401","ZI093416","","0","no","318","0","60797","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","01/09/23","36.96","yes","31.86","0","0","0","16","0","0","4236454","ZINC1402","ZI093408","","0","no","07","0","60833","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","01/09/23","34.2","yes","29.48","0","0","0","16","0","0","4236457","ZINC1403","ZI093442","","0","no","48","0","60849","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI164","01/09/23","68.6","yes","59.14","0","0","0","16","0","0","4236460","ZINC1404","ZI093483","","0","no","152","0","60882","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","01/09/23","19.6","yes","16.9","0","0","0","16","0","0","4236463","ZINC1405","ZI093489","","0","no","48","0","60915","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","01/09/23","63.1","yes","54.4","0","0","0","16","0","0","4236466","ZINC1406","ZI093502","","0","no","97","0","60945","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","01/09/23","1202.75","yes","1036.85","0","0","0","16","0","0","4236469","ZINC1407","ZI093505","","0","no","306","0","60974","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MOQR63","01/09/23","468","yes","403.45","0","0","0","16","0","0","4236551","ZINC1408","ZI093527","","0","no","07","0","61162","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"CERE89","04/09/23","158.4","yes","136.55","0","0","0","16","0","0","4242734","ZINC1409","ZI093587","","0","no","48","0","58009","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","04/09/23","136.4","yes","117.59","0","0","0","16","0","0","4242737","ZINC1410","ZI093577","","0","no","48","0","58042","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","04/09/23","449.6","yes","387.59","0","0","0","16","0","0","4242740","ZINC1411","ZI093576","","0","no","48","0","58057","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","04/09/23","74.2","yes","63.97","0","0","0","16","0","0","4242743","ZINC1412","ZI093572","","0","no","48","0","58075","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","04/09/23","3.3","yes","2.84","0","0","0","16","0","0","4242754","ZINC1413","ZI093570","","0","no","48","0","58116","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","04/09/23","19.95","yes","17.2","0","0","0","16","0","0","4242757","ZINC1414","ZI093009","","0","no","97","0","58155","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"HIAA8","05/09/23","98","yes","84.48","0","0","0","16","0","0","4246056","ZINC1415","ZI093774","","0","no","48","0","43097","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI046","05/09/23","160","yes","137.93","0","0","0","16","0","0","4246085","ZINC1416","ZI093746","","0","no","07","0","43114","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","05/09/23","72.6","yes","62.59","0","0","0","16","0","0","4246088","ZINC1417","ZI093718","","0","no","318","0","43134","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","05/09/23","127.2","yes","109.66","0","0","0","16","0","0","4246115","ZINC1418","ZI093710","","0","no","13","0","43222","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"VIAJ871","05/09/23","53.6","yes","46.21","0","0","0","16","0","0","4246118","ZINC1419","ZI093708","","0","no","13","0","43240","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI0025","05/09/23","535","yes","461.21","0","0","0","16","0","0","4246227","ZINC1420","ZI093831","","0","no","109","0","43990","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","06/09/23","150","yes","129.31","0","0","0","16","0","0","4252707","ZINC1421","ZI093938","","0","no","13","0","57286","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","06/09/23","19.6","yes","16.9","0","0","0","16","0","0","4252718","ZINC1422","ZI093772","","0","no","48","0","57307","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","06/09/23","11.2","yes","9.66","0","0","0","16","0","0","4252721","ZINC1423","ZI093752","","0","no","306","0","57329","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","06/09/23","93.26","yes","80.4","0","0","0","16","0","0","4252725","ZINC1424","ZI093821","","0","no","248","0","57347","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"GOLD01","07/09/23","80","yes","68.97","0","0","0","16","0","0","4257777","ZINC1425","ZI093976","","0","no","152","0","61057","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI046","08/09/23","105.25","yes","90.73","0","0","0","16","0","0","4258552","ZINC1426","ZI094036","","0","no","306","0","34289","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","08/09/23","117.2","yes","101.03","0","0","0","16","0","0","4258626","ZINC1427","ZI093965","","0","no","324","0","34586","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","08/09/23","29","yes","25","0","0","0","16","0","0","4258629","ZINC1428","ZI093960","","0","no","324","0","34608","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"GOLD01","08/09/23","25","yes","21.55","0","0","0","16","0","0","4258669","ZINC1429","ZI093976","","0","no","152","0","34794","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"HIAA8","08/09/23","48.4","yes","41.72","0","0","0","16","0","0","4258689","ZINC1430","ZI090111","","0","no","48","0","34870","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","08/09/23","20.3","yes","17.5","0","0","0","16","0","0","4260532","ZINC1431","ZI094062","","0","no","324","0","57407","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","08/09/23","56","yes","48.28","0","0","0","16","0","0","4260535","ZINC1432","ZI094096","","0","no","324","0","57434","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","08/09/23","29.7","yes","25.6","0","0","0","16","0","0","4261032","ZINC1433","ZI094105","","0","no","97","0","57449","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","11/09/23","280","yes","241.38","0","0","0","16","0","0","4265933","ZINC1434","ZI094207","","0","no","97","0","45022","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","11/09/23","93.5","yes","80.6","0","0","0","16","0","0","4265937","ZINC1435","ZI093922","","0","no","318","0","45209","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"LUVS75","12/09/23","278.4","yes","240","0","0","0","16","0","0","4269985","ZINC1436","ZI094312","","0","no","248","0","43595","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"CAGF670","12/09/23","78.4","yes","67.59","0","0","0","16","0","0","4269996","ZINC1437","ZI094232","","0","no","318","0","43620","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","13/09/23","62.4","yes","53.79","0","0","0","16","0","0","4273537","ZINC1438","ZI094267","","0","no","324","0","45001","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","13/09/23","42.32","yes","36.48","0","0","0","16","0","0","4273540","ZINC1439","ZI094277","","0","no","324","0","45022","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"PEAJ72","13/09/23","67.2","yes","57.93","0","0","0","16","0","0","4273543","ZINC1440","ZI094327","","0","no","07","0","45051","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","13/09/23","670","yes","577.59","0","0","0","16","0","0","4273550","ZINC1441","ZI094331","","0","no","117","0","45077","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS81","15/09/23","70","yes","60.34","0","0","0","16","0","0","4281445","ZINC1442","ZI094444","","0","no","306","0","45075","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","15/09/23","25.6","yes","22.07","0","0","0","16","0","0","4281448","ZINC1443","ZI094453","","0","no","07","0","45104","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","15/09/23","1392","yes","1200","0","0","0","16","0","0","4281454","ZINC1444","ZI094520","","0","no","97","0","45128","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"OESM970","18/09/23","320","yes","275.86","0","0","0","16","0","0","4286284","ZINC1445","ZI094685","","0","no","13","0","46680","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI046","18/09/23","78.4","yes","67.59","0","0","0","16","0","0","4286291","ZINC1446","ZI094377","","0","no","318","0","46711","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","19/09/23","161.28","yes","139.03","0","0","0","16","0","0","4290603","ZINC1447","ZI094416","","0","no","07","0","46633","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"DEDB8","19/09/23","1140","yes","982.76","0","0","0","16","0","0","4290625","ZINC1448","ZI094601","","0","no","97","0","46674","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI046","19/09/23","53.76","yes","46.34","0","0","0","16","0","0","4290628","ZINC1449","ZI094554","","0","no","07","0","46691","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","19/09/23","154","yes","132.76","0","0","0","16","0","0","4290643","ZINC1450","ZI094591","","0","no","324","0","46731","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","19/09/23","100.8","yes","86.9","0","0","0","16","0","0","4290608","ZINC1451","ZI094612","","0","no","97","0","46759","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"VAFI75","20/09/23","210","yes","181.03","0","0","0","16","0","0","4296595","ZINC1452","ZI094762","","0","no","306","0","56706","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","20/09/23","100.1","yes","86.29","0","0","0","16","0","0","4296598","ZINC1453","ZI094695","","0","no","117","0","56725","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"SACJ8","20/09/23","140.4","yes","121.03","0","0","0","16","0","0","4296601","ZINC1454","ZI094661","","0","no","306","0","56746","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","20/09/23","29","yes","25","0","0","0","16","0","0","4296604","ZINC1455","ZI094715","","0","no","324","0","56767","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","20/09/23","36.4","yes","31.38","0","0","0","16","0","0","4296607","ZINC1456","ZI094728","","0","no","07","0","56784","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","20/09/23","118.6","yes","102.24","0","0","0","16","0","0","4296610","ZINC1457","ZI094776","","0","no","117","0","56802","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MORA64","20/09/23","160","yes","137.93","0","0","0","16","0","0","4296613","ZINC1458","ZI094652","","0","no","152","0","56820","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"RAGA820","20/09/23","80","yes","68.97","0","0","0","16","0","0","4296616","ZINC1459","ZI094653","","0","no","152","0","56842","","00001000000505967194","2015","1","153","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS628","21/09/23","80","yes","68.97","0","0","0","16","0","0","4300860","ZINC1460","ZI094841","","0","no","152","0","62411","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","21/09/23","21.6","yes","18.62","0","0","0","16","0","0","4300863","ZINC1461","ZI094856","","0","no","07","0","62441","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","21/09/23","14","yes","12.07","0","0","0","16","0","0","4300898","ZINC1462","ZI094935","","0","no","324","0","62481","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","21/09/23","43.7","yes","37.67","0","0","0","16","0","0","4300901","ZINC1463","ZI094943","","0","no","324","0","62505","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MARR95","21/09/23","404.2","yes","348.45","0","0","0","16","0","0","4300904","ZINC1464","ZI094946","","0","no","152","0","62545","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MATR","21/09/23","116.82","yes","100.71","0","0","0","16","0","0","4300911","ZINC1465","ZI094953","","0","no","324","0","62570","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","21/09/23","32.9","yes","28.36","0","0","0","16","0","0","4301093","ZINC1466","ZI094997","","0","no","13","0","63449","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"GCO1","21/09/23","1792","yes","1544.83","0","0","0","16","0","0","4301058","ZINC1467","ZI095002","","0","no","109","0","63470","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","21/09/23","64.96","yes","56","0","0","0","16","0","0","4301217","ZINC1468","ZI094861","","0","no","117","0","63500","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","21/09/23","329","yes","283.62","0","0","0","16","0","0","4301249","ZINC1469","ZI094887","","0","no","13","0","63555","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MARC8","21/09/23","103.7","yes","89.4","0","0","0","16","0","0","4301262","ZINC1470","ZI094892","","0","no","318","0","63934","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","S01-Sin efectos fiscales","","","","02","4.0"
"MRSZI046","26/09/23","3694.8","yes","3185.17","0","0","0","16","0","0","4314211","ZINC1471","ZI095182","","0","no","324","0","44646","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"GIRV66","26/09/23","1600","yes","1379.31","0","0","0","16","0","0","4314219","ZINC1472","ZI095139","","0","no","152","0","44840","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","26/09/23","44.4","yes","38.28","0","0","0","16","0","0","4314120","ZINC1473","ZI095217","","0","no","117","0","44914","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","26/09/23","102.4","yes","88.28","0","0","0","16","0","0","4314181","ZINC1474","ZI095136","","0","no","324","0","44967","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS628","26/09/23","80","yes","68.97","0","0","0","16","0","0","4314184","ZINC1475","ZI095157","","0","no","152","0","45118","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRS2043","26/09/23","102.4","yes","88.28","0","0","0","16","0","0","4314187","ZINC1476","ZI095023","","0","no","13","0","45140","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"HEMF74","26/09/23","35.2","yes","30.34","0","0","0","16","0","0","4313924","ZINC1477","ZI095038","","0","no","13","0","45160","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSZI046","26/09/23","168.7","yes","145.43","0","0","0","16","0","0","4313928","ZINC1478","ZI095065","","0","no","48","0","45184","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MORA64","26/09/23","160","yes","137.93","0","0","0","16","0","0","4313931","ZINC1479","ZI095088","","0","no","152","0","45216","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MEPJ79","26/09/23","136.07","yes","117.3","0","0","0","16","0","0","4314250","ZINC1480","ZI095097","","0","no","306","0","45305","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRSIZ143","27/09/23","197.2","yes","170","0","0","0","16","0","0","4320099","ZINC1481","ZI095237","","0","no","324","0","58253","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"RIN85","27/09/23","256.2","yes","220.86","0","0","0","16","0","0","4320102","ZINC1482","ZI095304","","0","no","13","0","58278","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"CAGF670","27/09/23","21.08","yes","18.17","0","0","0","16","0","0","4320112","ZINC1483","ZI095316","","0","no","07","0","58299","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"SEP2-1","28/09/23","2500","yes","2155.17","0","0","0","16","0","0","4323943","ZINC1484","ZI095457","","0","no","13","0","54503","","00001000000505967194","2015","1","43","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MOQR63","30/09/23","2570.8","yes","2216.21","0","0","0","16","0","0","4330433","ZINC1485","ZI095355","","0","no","07","0","42872","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","02","4.0"
"MRS2043","30/09/23","127.7","yes","110.09","0","0","0","16","0","0","4330436","ZINC1486","ZI095399","","0","no","13","0","42896","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSZI046","30/09/23","26.52","yes","22.86","0","0","0","16","0","0","4330439","ZINC1487","ZI095414","","0","no","318","0","42920","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","02/10/23","42","yes","36.21","0","0","0","16","0","0","4333441","ZINC1488","ZI095439","","0","no","324","0","47491","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
"MRSIZ143","02/10/23","41.44","yes","35.72","0","0","0","16","0","0","4333444","ZINC1489","ZI095463","","0","no","324","0","47510","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","S01 - Sin efectos fiscales","","","","02","4.0"
