"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"RODH66","09/10/20","117.18","yes","101.02","0","0","0","16","0","0","1439265","00005249","DPQ01847","F","0","no","13","0","36543","FIRMA-- SR ANDRES GARCIA/TALLER DE MADERA- CONCEPTO ESTANTERIA","","0","10","no","0","FIRMA-- SR ANDRES GARCIA/TALLER DE MADERA- CONCEPTO ESTANTERIA","no","no","0","",""
"RODH66","09/10/20","133.2","yes","114.83","0","0","0","16","0","0","1439269","00005250","DPQ01847","F","0","no","13","0","37041","FIRMA-- SR ANDRES GARCIA/ TALLER DE MADERA-","","0","10","no","0","FIRMA-- SR ANDRES GARCIA/ TALLER DE MADERA-","no","no","0","",""
"RODH66","10/10/20","78.6","yes","67.76","0","0","0","16","0","0","1440737","00005251","DPQ01847","F","0","no","13","0","43009","FIRMA// SR ANDRES GARCIA// TALLER DE MADERA","","0","10","no","0","FIRMA// SR ANDRES GARCIA// TALLER DE MADERA","no","no","0","",""
"RODH66","13/10/20","68","yes","58.62","0","0","0","16","0","0","1443480","00005252","DPQ01847","F","0","no","97","0","41293","VALE 1252 //","","0","10","no","0","VALE 1252 //","no","no","0","",""
"RODH66","14/10/20","104571.4","yes","90147.76","0","0","0","16","0","0","1444686","00005253","DPQ01847","F","0","no","13","0","39724","VALE 1501// FIRMA OBR APROYECTO OFICINAS ADMINISTRATIVAS","","0","10","yes","0","VALE 1501// FIRMA OBR APROYECTO OFICINAS ADMINISTRATIVAS","no","no","0","",""
"RODH66","17/10/20","105.3","yes","90.78","0","0","0","16","0","0","1449060","00005254","DPQ01847","F","0","no","13","0","30509","FIRMA /SR ANDRES GARCIA//TALLER DE MADERA","","0","10","no","0","FIRMA /SR ANDRES GARCIA//TALLER DE MADERA","no","no","0","",""
"RODH66","19/10/20","355.22","yes","306.22","0","0","0","16","0","0","1450665","00005255","DPQ01847","F","0","no","13","0","46104","FIRMA /SR ANDRES GARCIA/P/TALLER DE MADERA","","0","10","no","0","FIRMA /SR ANDRES GARCIA/P/TALLER DE MADERA","no","no","0","",""
"RODH66","21/10/20","1126.06","yes","970.74","0","0","0","16","0","0","1454535","00005256","DPQ01847","F","0","no","13","0","57648","FIRMA/SR ANDRES GARCIA// TALLER DE MADERA","","0","10","no","0","FIRMA/SR ANDRES GARCIA// TALLER DE MADERA","no","no","0","",""
"RODH66","23/10/20","480","yes","413.79","0","0","0","16","0","0","1457057","00005257","DPQ01847","F","0","no","97","0","43333","VALE 1518 // OBRA EXTENCION TALLER","","0","10","no","0","VALE 1518 // OBRA EXTENCION TALLER","no","no","0","",""
"RODH66","24/10/20","2851.5","yes","2458.19","0","0","0","16","0","0","1458338","00005258","DPQ01847","F","0","no","13","0","51294","FIRMA // SR ANDRES GARCIA// TALLER DE MADERA","","0","10","no","0","FIRMA // SR ANDRES GARCIA// TALLER DE MADERA","no","no","0","",""
"RODH66","27/10/20","1096.16","yes","944.97","0","0","0","16","0","0","1460096","00005259","DPQ01847","F","0","no","13","0","32764","FIRMA/SR ANDRES GARCIA// TALLER DE MADERA","","0","10","no","0","FIRMA/SR ANDRES GARCIA// TALLER DE MADERA","no","no","0","",""
"PAP07","29/10/20","2850","yes","2456.9","0","0","0","16","0","0","1463159","00005260","DPQ01660","F","0","no","13","0","37057","FIRMA//DM189783 SUSTITUYE RECOGE EN CENTRO AUTORIZO CONTADORA JUANY","","0","10","no","0","FIRMA//DM189783 SUSTITUYE RECOGE EN CENTRO AUTORIZO CONTADORA JUANY","no","no","0","",""
"RODH66","02/11/20","256.49","yes","221.11","0","0","0","16","0","0","1466753","00005261","DPQ01847","F","0","no","13","0","30331","FIRMA//SR ANDRES GARCIA //TALLER DE MADERERIA","","0","10","no","0","FIRMA//SR ANDRES GARCIA //TALLER DE MADERERIA","no","no","0","",""
"RODH66","02/11/20","148.8","yes","128.28","0","0","0","16","0","0","1466761","00005262","DPQ01847","F","0","no","13","0","30490","FIRMA/SR ANDRES GARCIA/ TALLER DE MADERERIA","","0","10","no","0","FIRMA/SR ANDRES GARCIA/ TALLER DE MADERERIA","no","no","0","",""
"RODH66","03/11/20","322.7","yes","278.19","0","0","0","16","0","0","1468116","00005263","DPQ01847","F","0","no","13","0","43538","FIRMA/ SR ANDRES GARCIA /TALLER DE MADERERIA","","0","10","no","0","FIRMA/ SR ANDRES GARCIA /TALLER DE MADERERIA","no","no","0","",""
"RODH66","04/11/20","504","yes","434.48","0","0","0","16","0","0","1469378","00005264","DPQ01847","F","0","no","13","0","34017","VALE 1527// FIRMA  OBRE PROY OFICINAS ADMINSTRATIVAS","","0","10","no","0","VALE 1527// FIRMA  OBRE PROY OFICINAS ADMINSTRATIVAS","no","no","0","",""
"RODH66","05/11/20","275.26","yes","237.29","0","0","0","16","0","0","1470849","00005265","DPQ01847","F","0","no","13","0","31985","FIRMA/SR ANDRES GARCIA/ TALLER DE MADERA","","0","10","no","0","FIRMA/SR ANDRES GARCIA/ TALLER DE MADERA","no","no","0","",""
"PAP07","06/11/20","8407.76","no","7248.07","0","0","0","16","0","0","1472883","00005266","DPQ01660","F","0","no","13","0","41209","FIRMA--PASA A CENTRO A RECOGER// AUTORIZO CONTADORA JUANY -","","0","10","no","0","FIRMA--PASA A CENTRO A RECOGER// AUTORIZO CONTADORA JUANY -","no","no","0","",""
"PAP07","06/11/20","8407.76","no","7248.07","0","0","0","16","0","0","1473180","00005267","DPQ01660","F","0","no","13","0","51794","FIRMA--RECOGEN EN CENTRO-SUSTITUYE NS5266-- AUTORIZA CONTADORA JUANY","","0","10","no","0","FIRMA--RECOGEN EN CENTRO-SUSTITUYE NS5266-- AUTORIZA CONTADORA JUANY","no","no","0","",""
"RODH66","07/11/20","1500","no","1293.1","0","0","0","16","0","0","1473995","00005268","DPQ01847","F","0","no","13","0","36459","//FIRMA/SR ANDRES GARCIA/ TALLER DE MADERA","","0","10","no","0","//FIRMA/SR ANDRES GARCIA/ TALLER DE MADERA","no","no","0","",""
"PAP07","07/11/20","9272.6","yes","7993.62","0","0","0","16","0","0","1474199","00005269","DPQ01660","F","0","no","13","0","44501","firma//sustituye  NS 5267// autorizo contadora Juany","","0","10","no","0","firma//sustituye  NS 5267// autorizo contadora Juany","no","no","0","",""
"RODH66","09/11/20","299.8","yes","258.45","0","0","0","16","0","0","1474913","00005270","DPQ01847","F","0","no","97","0","43177","","","0","10","no","0","","no","no","0","",""
"RODH66","09/11/20","1505","yes","1297.41","0","0","0","16","0","0","1474942","00005271","DPQ01847","F","0","no","97","0","43345","SOLICITA DN ANDRES // FIRMA","","0","10","no","0","SOLICITA DN ANDRES // FIRMA","no","no","0","",""
"SAP97","10/11/20","9904.23","yes","8538.13","0","0","0","16","0","0","1476083","00005272","ZI021878","F","0","no","13","0","38835","FIRMA--ENVIAR A BELISARIO DOMINGUEZ--","","0","10","yes","0","FIRMA--ENVIAR A BELISARIO DOMINGUEZ--","no","no","0","",""
"RODH66","10/11/20","1638.8","yes","1412.76","0","0","0","16","0","0","1476840","00005273","DPQ01847","F","0","no","13","0","50992","VALE 1535// OBRA HECHURA DE ESCALERA MOVIL ALMACEN FERRETERIA- ENTREGALE A DON LUIS EN TALLER","","0","10","no","0","VALE 1535// OBRA HECHURA DE ESCALERA MOVIL ALMACEN FERRETERIA- ENTREGALE A DON LUIS EN TALLER","no","no","0","",""
"RODH66","11/11/20","3060.2","yes","2638.1","0","0","0","16","0","0","1477585","00005274","DPQ01847","F","0","no","97","0","37509","VALE 1538 // OBRA ESCALERA FERRETERIA","","0","10","no","0","VALE 1538 // OBRA ESCALERA FERRETERIA","no","no","0","",""
"RODH66","12/11/20","205.6","yes","177.24","0","0","0","16","0","0","1478682","00005275","DPQ01847","F","0","no","13","0","37077","vale 1539-- Firma-- Luis Angel  obra Hechura de escalera movil","","0","10","no","0","vale 1539-- Firma-- Luis Angel  obra Hechura de escalera movil","no","no","0","",""
"RODH66","12/11/20","423.48","yes","365.07","0","0","0","16","0","0","1479018","00005276","DPQ01847","F","0","no","13","0","40830","FIRMA--SR ANDRES GARCIA// TALLER DE CARPINTERIA","","0","10","no","0","FIRMA--SR ANDRES GARCIA// TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","12/11/20","77.2","yes","66.55","0","0","0","16","0","0","1478408","00005277","DPQ01847","F","0","no","13","0","46291","FIRMA-SR ANDRES TALLER DE CARPINTERIA","","0","10","no","0","FIRMA-SR ANDRES TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","13/11/20","683.4","yes","589.14","0","0","0","16","0","0","1480052","00005278","DPQ01847","F","0","no","13","0","35414","VALE 1541// FIRMA-- OBRA EXTENSION DE TALLER","","0","10","no","0","VALE 1541// FIRMA-- OBRA EXTENSION DE TALLER","no","no","0","",""
"RODH66","13/11/20","444.68","yes","383.34","0","0","0","16","0","0","1480016","00005279","DPQ01847","F","0","no","13","0","37523","VALE 1542-- FIRMA LUIS ANGEL OBRA HECHURA DE ESCALERA MOVIL P/FERRETERIA","","0","10","no","0","VALE 1542-- FIRMA LUIS ANGEL OBRA HECHURA DE ESCALERA MOVIL P/FERRETERIA","no","no","0","",""
"RODH66","14/11/20","130.1","yes","112.16","0","0","0","16","0","0","1481480","00005280","DPQ01847","F","0","no","13","0","41047","VALE 1546// FIRMA-- LUIS ANGEL OBRA EXTENCION DE TALLER","","0","10","no","0","VALE 1546// FIRMA-- LUIS ANGEL OBRA EXTENCION DE TALLER","no","no","0","",""
"RODH66","17/11/20","276","yes","237.93","0","0","0","16","0","0","1483621","00005281","DPQ01847","F","0","no","13","0","36436","vale 1406--Firma-- obra Hechura _Escalera movil","","0","10","no","0","vale 1406--Firma-- obra Hechura _Escalera movil","no","no","0","",""
"RODH66","19/11/20","592.4","yes","510.69","0","0","0","16","0","0","1487193","00005282","DPQ01847","F","0","no","13","0","44239","vale 1551// Firma Luis Angel-obra estructura de Escalera movil en ferreteria","","0","10","no","0","vale 1551// Firma Luis Angel-obra estructura de Escalera movil en ferreteria","no","no","0","",""
"RODH66","24/11/20","359.6","yes","310","0","0","0","16","0","0","1491342","00005283","DPQ01847","F","0","no","13","0","32871","VALE 1194// SR ANDRES GARCIA-- AUTORIZADO X ING HECTOR -TALLER DE CARPINTERIA","","0","10","no","0","VALE 1194// SR ANDRES GARCIA-- AUTORIZADO X ING HECTOR -TALLER DE CARPINTERIA","no","no","0","",""
"PAP07","01/12/20","28480","yes","24551.72","0","0","0","16","0","0","1500039","00005284","DPQ01660","F","0","no","13","0","48629","FIRMA--ENTREGAR EN SERVICIOS PUBLICOS PRIMARIOS MATEHUALA-","","0","10","yes","0","FIRMA--ENTREGAR EN SERVICIOS PUBLICOS PRIMARIOS MATEHUALA-","no","no","0","",""
"RODH66","03/12/20","118.4","yes","102.07","0","0","0","16","0","0","1503159","00005285","DPQ01847","F","0","no","13","0","43546","VALE 1577// FIRMA--","","0","10","no","0","VALE 1577// FIRMA--","no","no","0","",""
"PAP07","08/12/20","17000","yes","14655.17","0","0","0","16","0","0","1506754","00005286","DPQ01660","F","0","no","13","0","31329","FIRMA//ENVIAR A RANCHO EL CARRIL EN CEDRAL--","","0","10","yes","0","FIRMA//ENVIAR A RANCHO EL CARRIL EN CEDRAL--","no","no","0","",""
"PAP07","10/12/20","16178.4","no","13946.9","0","0","0","16","0","0","1511395","00005287","DPQ01660","F","0","no","97","0","46521","Entregar en servicios poca luz //","","0","10","no","0","Entregar en servicios poca luz //","no","no","0","",""
"RODH66","10/12/20","833.83","yes","718.82","0","0","0","16","0","0","1511696","00005288","DPQ01847","F","0","no","13","0","53443","VALE 1195// FIRMA SR ANDRES GARCIA  TALLER DE CARPINTERIA","","0","10","no","0","VALE 1195// FIRMA SR ANDRES GARCIA  TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","14/12/20","1640","yes","1413.79","0","0","0","16","0","0","1516481","00005289","DPQ01847","F","0","no","13","0","60796","ORDEN DE COMPRA 1197--FIRMA SR ANDRES GARCIA TALLER DE CARPINTERIA","","0","10","no","0","ORDEN DE COMPRA 1197--FIRMA SR ANDRES GARCIA TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","16/12/20","452.96","yes","390.48","0","0","0","16","0","0","1519384","00005290","DPQ01847","F","0","no","13","0","57513","O.C 1198// FIRMA SR ANDRES GARCIA// TALLER DE CARPINTERIA","","0","10","no","0","O.C 1198// FIRMA SR ANDRES GARCIA// TALLER DE CARPINTERIA","no","no","0","",""
"PAP07","18/12/20","11758","yes","10136.21","0","0","0","16","0","0","1522050","00005291","DPQ01660","F","0","no","13","0","56912","FIRMA---ENTREGA EN SERV PUBLICOS PRIMARIOS//","","0","10","yes","0","FIRMA---ENTREGA EN SERV PUBLICOS PRIMARIOS//","no","no","0","",""
"PAP07","19/12/20","7000","yes","6034.48","0","0","0","16","0","0","1522123","00005292","DPQ01660","F","0","no","13","0","36161","FIRMA--ENVIAR A SERVICIOS PUBLICOS PRIMARIOS-AUTORIOZO CONTADORA JUANY","","0","10","yes","0","FIRMA--ENVIAR A SERVICIOS PUBLICOS PRIMARIOS-AUTORIOZO CONTADORA JUANY","no","no","0","",""
"RODH66","23/12/20","1181.5","yes","1018.53","0","0","0","16","0","0","1526699","00005293","DPQ01847","F","0","no","13","0","37532","VALE 1617 -- FIRMA-- OBRA TRABAJO DE RNP-- FIRMA LUIS ANGEL","","0","10","no","0","VALE 1617 -- FIRMA-- OBRA TRABAJO DE RNP-- FIRMA LUIS ANGEL","no","no","0","",""
"PAP07","23/12/20","16500","yes","14224.14","0","0","0","16","0","0","1526923","00005294","DPQ01660","F","0","no","13","0","43371","SERVICIOS PRIMARIOS","","0","10","yes","0","SERVICIOS PRIMARIOS","no","no","0","",""
"LOLM71","24/12/20","55600","no","47931.03","0","0","0","16","0","0","1528451","00005295","ZI032968","F","0","no","13","0","38633","FIRMA--","","0","10","","0","FIRMA--","no","no","0","",""
"LOLM71","24/12/20","41700","no","35948.28","0","0","0","16","0","0","1528455","00005296","ZI032969","F","0","no","13","0","38697","FIRMA---","","0","10","","0","FIRMA---","no","no","0","",""
"LOLM71","24/12/20","41700","no","35948.28","0","0","0","16","0","0","1528459","00005297","ZI032970","F","0","no","13","0","38740","FIRMA---","","0","10","","0","FIRMA---","no","no","0","",""
"PAP07","28/12/20","7000","yes","6034.48","0","0","0","16","0","0","1530273","00005298","DPQ01660","F","0","no","13","0","38012","FIRMA---ENVIAR A SERVICIOS PRIMARIOS-AUTORIZA CONTADORA JUANY","","0","10","yes","0","FIRMA---ENVIAR A SERVICIOS PRIMARIOS-AUTORIZA CONTADORA JUANY","no","no","0","",""
"PAP07","28/12/20","1350","yes","1163.79","0","0","0","16","0","0","1530818","00005299","DPQ01660","F","0","no","13","0","52645","FIRMA---SERV PUBLICOS PRIMARIOS AUTORIZO CONTADORA  JUANY","","0","10","no","0","FIRMA---SERV PUBLICOS PRIMARIOS AUTORIZO CONTADORA  JUANY","no","no","0","",""
"PAP07","28/12/20","5400","yes","4655.17","0","0","0","16","0","0","1530822","00005300","DPQ01660","F","0","no","13","0","52717","FIRMA--ENVIAR A SERVICIOS PUBLICOS PRIMARIOS- AUTORIZO CONTADORA JUANY","","0","10","yes","0","FIRMA--ENVIAR A SERVICIOS PUBLICOS PRIMARIOS- AUTORIZO CONTADORA JUANY","no","no","0","",""
"PAP07","29/12/20","16178.4","yes","13946.9","0","0","0","16","0","0","1533194","00005301","DPQ01660","F","0","no","97","0","62718","SUSTITUYE NS 5287 //","","0","10","yes","0","SUSTITUYE NS 5287 //","no","no","0","",""
"RODH66","30/12/20","7590","yes","6543.1","0","0","0","16","0","0","1533549","00005302","DPQ01847","F","0","no","13","0","37613","VALE 1625// FIRMA LUIS ANGEL ENTREGAR EN CENTRO--","","0","10","yes","0","VALE 1625// FIRMA LUIS ANGEL ENTREGAR EN CENTRO--","no","no","0","",""
"LOLM71","31/12/20","55600","yes","47931.03","0","0","0","16","0","0","1535716","00005303","ZI032968","F","0","no","13","0","44124","","","0","10","","0","","no","no","0","",""
"LOLM71","31/12/20","41700","yes","35948.28","0","0","0","16","0","0","1535720","00005304","ZI032969","F","0","no","13","0","44585","","","0","10","","0","","no","no","0","",""
"LOLM71","31/12/20","41700","yes","35948.28","0","0","0","16","0","0","1535731","00005305","ZI032970","F","0","no","13","0","44766","","","0","10","","0","","no","no","0","",""
"RODH66","02/01/21","3501","yes","3018.1","0","0","0","16","0","0","1537351","00005306","DPQ01847","F","0","no","97","0","43967","ENVIAR A RNP  // OBRA LUIS ANGEL VALE 1630","","0","10","yes","0","ENVIAR A RNP  // OBRA LUIS ANGEL VALE 1630","no","no","0","",""
"RODH66","04/01/21","142.4","yes","122.76","0","0","0","16","0","0","1539310","00005307","DPQ01847","F","0","no","13","0","42969","ORDEN 1636// FIRMA LUIS ANGEL","","0","10","no","0","ORDEN 1636// FIRMA LUIS ANGEL","no","no","0","",""
"RODH66","04/01/21","322.4","yes","277.93","0","0","0","16","0","0","1540231","00005308","DPQ01847","F","0","no","13","0","53077","ORDEN 1631/ FIRMA- LUIS ANGEL TRABAJO ILUMINACION DE BODEGA","","0","10","no","0","ORDEN 1631/ FIRMA- LUIS ANGEL TRABAJO ILUMINACION DE BODEGA","no","no","0","",""
"RODH66","05/01/21","16157","yes","13928.45","0","0","0","16","0","0","1542264","00005309","DPQ01847","F","0","no","13","0","39054","ORDEN  1639-- FIRMA LUIS ANGEL- OBRA TECHO AREA DE TANQUES DE DISEL","","0","10","no","0","ORDEN  1639-- FIRMA LUIS ANGEL- OBRA TECHO AREA DE TANQUES DE DISEL","no","no","0","",""
"RODH66","06/01/21","5934","yes","5115.52","0","0","0","16","0","0","1545472","00005310","DPQ01847","F","0","no","97","0","37645","VALE 1642 // PROYECTO AMPLIACION TALLER","","0","10","no","0","VALE 1642 // PROYECTO AMPLIACION TALLER","no","no","0","",""
"PAP07","07/01/21","24250","yes","20905.17","0","0","0","16","0","0","1551778","00005311","DPQ01660","F","0","no","13","0","61584","FIRMA// ENVIAR A SERVICIOS PUBLICOS PRIMARIOS","","0","10","yes","0","FIRMA// ENVIAR A SERVICIOS PUBLICOS PRIMARIOS","no","no","0","",""
"RODH66","08/01/21","18325","yes","15797.41","0","0","0","16","0","0","1552809","00005312","DPQ01847","F","0","no","97","0","40023","FOLIO 1648 // OBRA PROYECTO TALLER MECANICO","","0","10","no","0","FOLIO 1648 // OBRA PROYECTO TALLER MECANICO","no","no","0","",""
"RODH66","08/01/21","933.1","no","804.4","0","0","0","16","0","0","1552993","00005313","DPQ01847","F","0","no","109","0","41519","","","0","10","yes","0","","no","no","0","",""
"RODH66","08/01/21","736.8","yes","635.17","0","0","0","16","0","0","1553225","00005314","DPQ01847","F","0","no","13","0","45463","VALE 1649// FIRMA LUIS ANGEL","","0","10","yes","0","VALE 1649// FIRMA LUIS ANGEL","no","no","0","",""
"RODH66","11/01/21","516.6","yes","445.34","0","0","0","16","0","0","1559684","00005315","DPQ01847","F","0","no","97","0","55561","VALE 1654 // OBRA AMPLIACION TALLER","","0","10","no","0","VALE 1654 // OBRA AMPLIACION TALLER","no","no","0","",""
"RODH66","12/01/21","696","yes","600","0","0","0","16","0","0","1561249","00005316","DPQ01847","F","0","no","97","0","35653","VALE 1657 // REMODELACION PANADERIA","","0","10","no","0","VALE 1657 // REMODELACION PANADERIA","no","no","0","",""
"RODH66","14/01/21","5667.3","yes","4885.6","0","0","0","16","0","0","1566934","00005317","DPQ01847","F","0","no","13","0","35989","VALE 1662//  OBRA  PROYEC AMPLIACION TECHO TALLER MECANICO","","0","10","no","0","VALE 1662//  OBRA  PROYEC AMPLIACION TECHO TALLER MECANICO","no","no","0","",""
"RODH66","14/01/21","814.8","yes","702.41","0","0","0","16","0","0","1566983","00005318","DPQ01847","F","0","no","13","0","36178","VALE 1661// FIRMA OBRA PROYECTO REMODELACION PANADERIA","","0","10","no","0","VALE 1661// FIRMA OBRA PROYECTO REMODELACION PANADERIA","no","no","0","",""
"RODH66","14/01/21","600","yes","517.24","0","0","0","16","0","0","1567205","00005319","DPQ01847","F","0","no","97","0","38731","VALE 1663 //INSTALACION DE TRANSFORMADOR","","0","10","no","0","VALE 1663 //INSTALACION DE TRANSFORMADOR","no","no","0","",""
"PAP07","15/01/21","17000","yes","14655.17","0","0","0","16","0","0","1570881","00005320","DPQ01660","F","0","no","97","0","50604","Entregar en servicios publicos primarios // firma","","0","10","yes","0","Entregar en servicios publicos primarios // firma","no","no","0","",""
"RODH66","15/01/21","125","yes","107.76","0","0","0","16","0","0","1570851","00005321","DPQ01847","F","0","no","97","0","53901","vale 1630 // Obra proyecto ampliación taller mecánico","","0","10","no","0","vale 1630 // Obra proyecto ampliación taller mecánico","no","no","0","",""
"RODH66","15/01/21","771","yes","664.66","0","0","0","16","0","0","1571301","00005322","DPQ01847","F","0","no","118","0","57577","...VALE DE COMPRA N1631 OBRA INSTALACION DE TRANSFORMADOR ELECTRICO","","0","10","no","0","...VALE DE COMPRA N1631 OBRA INSTALACION DE TRANSFORMADOR ELECTRICO","no","no","0","",""
"RODH66","19/01/21","11426.4","yes","9850.34","0","0","0","16","0","0","1578504","00005323","DPQ01847","F","0","no","109","0","40744","FIRMA VALE 1671-- AMPLIACION DE TACHO TALLER HASTA TANQUE DE DIESEL","","0","10","yes","0","FIRMA VALE 1671-- AMPLIACION DE TACHO TALLER HASTA TANQUE DE DIESEL","no","no","0","",""
"RODH66","19/01/21","752.5","yes","648.71","0","0","0","16","0","0","1579395","00005324","DPQ01847","F","0","no","109","0","47339","","","0","10","no","0","","no","no","0","",""
"RODH66","20/01/21","31670","yes","27301.72","0","0","0","16","0","0","1581522","00005325","DPQ01847","F","0","no","109","0","34273","FIRMA VALE 1672-- TECHO DE AREA DE DIESEL","","0","10","no","0","FIRMA VALE 1672-- TECHO DE AREA DE DIESEL","no","no","0","",""
"RODH66","20/01/21","565","yes","487.07","0","0","0","16","0","0","1583421","00005326","DPQ01847","F","0","no","97","0","57603","Obra proyecto ampliación de taller mecánico techado área tanques de diésel // autoriza luis // pend vale","","0","10","no","0","Obra proyecto ampliación de taller mecánico techado área tanques de diésel // autoriza luis // pend vale","no","no","0","",""
"PAP07","22/01/21","17000","yes","14655.17","0","0","0","16","0","0","1589105","00005327","DPQ01660","F","0","no","97","0","54897","entrega en serv publicos primarios mth // FIRMA","","0","10","yes","0","entrega en serv publicos primarios mth // FIRMA","no","no","0","",""
"RODH66","23/01/21","19920","yes","17172.41","0","0","0","16","0","0","1590671","00005328","DPQ01847","F","0","no","97","0","40241","VALE 1686 // AMPLIACION TALLER MECANICO","","0","10","no","0","VALE 1686 // AMPLIACION TALLER MECANICO","no","no","0","",""
"RODH66","26/01/21","1600.42","yes","1379.67","0","0","0","16","0","0","1596021","00005329","DPQ01847","F","0","no","13","0","36618","VALE 1687// OBRA MANTENIMIENTO EN ZONA","","0","10","no","0","VALE 1687// OBRA MANTENIMIENTO EN ZONA","no","no","0","",""
"RODH66","27/01/21","2099","yes","1809.48","0","0","0","16","0","0","1600559","00005330","DPQ01847","F","0","no","13","0","44890","VALE 1200 // 0551 -- SR ANDRES GARCIA TALLER CARPINTERIA","","0","10","no","0","VALE 1200 // 0551 -- SR ANDRES GARCIA TALLER CARPINTERIA","no","no","0","",""
"RODH66","30/01/21","4536","yes","3910.34","0","0","0","16","0","0","1610744","00005331","DPQ01847","F","0","no","13","0","50802","VALE 1708// FIRMA OBRA PROY REMODELACION TIENDA PANADERIA","","0","10","no","0","VALE 1708// FIRMA OBRA PROY REMODELACION TIENDA PANADERIA","no","no","0","",""
"RODH66","03/02/21","19695.45","yes","16978.84","0","0","0","16","0","0","1620161","00005332","DPQ01847","F","0","no","13","0","47590","VALE--0553--FIRMA SR ANDRES GARCIA--- PARA TALLER DE CARPINTERIA","","0","10","no","0","VALE--0553--FIRMA SR ANDRES GARCIA--- PARA TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","03/02/21","2074.05","yes","1787.97","0","0","0","16","0","0","1620360","00005333","DPQ01847","F","0","no","13","0","48867","VALE 0554//FIRMA SR ANDRES GARCIA TALLER DE CARPINTERIA","","0","10","no","0","VALE 0554//FIRMA SR ANDRES GARCIA TALLER DE CARPINTERIA","no","no","0","",""
"PAP07","04/02/21","1700","yes","1465.52","0","0","0","16","0","0","1623024","00005334","DPQ01660","F","0","no","13","0","34158","--FIRMA  AUTORIZA CONTADORA JUANY","","0","10","no","0","--FIRMA  AUTORIZA CONTADORA JUANY","no","no","0","",""
"PAP07","04/02/21","15300","yes","13189.66","0","0","0","16","0","0","1623034","00005335","DPQ01660","F","0","no","13","0","34497","FIRMA---ENVIAR A SERVICIOS PRIMARIOS DE MTH--","","0","10","yes","0","FIRMA---ENVIAR A SERVICIOS PRIMARIOS DE MTH--","no","no","0","",""
"RODH66","05/02/21","7070","yes","6094.83","0","0","0","16","0","0","1630230","00005336","DPQ01847","F","0","no","13","0","41340","VALE 1727/// FIRMA-OBRA RNP","","0","10","no","0","VALE 1727/// FIRMA-OBRA RNP","no","no","0","",""
"RODH66","08/02/21","2207","yes","1902.59","0","0","0","16","0","0","1635688","00005337","DPQ01847","F","0","no","13","0","42656","VALE 0555/// FIRMA SR ANDRES GARCIA--- TALLER DE CARPINTERIA","","0","10","no","0","VALE 0555/// FIRMA SR ANDRES GARCIA--- TALLER DE CARPINTERIA","no","no","0","",""
"RODH66","10/02/21","6215","yes","5357.76","0","0","0","16","0","0","1643120","00005338","DPQ01847","F","0","no","97","0","38026","VALE 1415  OBRA DIQUE P/ TANQUE 30000 LTS","","0","10","no","0","VALE 1415  OBRA DIQUE P/ TANQUE 30000 LTS","no","no","0","",""
"RODH66","11/02/21","2761.8","yes","2380.86","0","0","0","16","0","0","1647988","00005339","DPQ01847","F","0","no","118","0","46374","...FIRMA...ORDEN DE COMPRA N1417 OBRA: OFICINAS ADMINISTRATIVAS BAÑOS","","0","10","no","0","...FIRMA...ORDEN DE COMPRA N1417 OBRA: OFICINAS ADMINISTRATIVAS BAÑOS","no","no","0","",""
"RODH66","11/02/21","216","yes","186.21","0","0","0","16","0","0","1648249","00005340","DPQ01847","F","0","no","118","0","47769","...FIRMA...ORDEN DE COMPRA N1418 OBRA: AMPLIACION TALLER DIQUE P/TANQUE 30000 LTS","","0","10","no","0","...FIRMA...ORDEN DE COMPRA N1418 OBRA: AMPLIACION TALLER DIQUE P/TANQUE 30000 LTS","no","no","0","",""
"RODH66","12/02/21","2549.8","yes","2198.1","0","0","0","16","0","0","1651777","00005341","DPQ01847","F","0","no","13","0","50050"," VALE 559---  FIRMA SR ANDRES GARCIA // CARPINTERIA","","0","10","no","0"," VALE 559---  FIRMA SR ANDRES GARCIA // CARPINTERIA","no","no","0","",""
"RODH66","12/02/21","957.12","yes","825.1","0","0","0","16","0","0","1651811","00005342","DPQ01847","F","0","no","13","0","50798","VALE 558// FIRMA SR ANDRES GARCIA-- PARA USO EN CARPINTERIA","","0","10","no","0","VALE 558// FIRMA SR ANDRES GARCIA-- PARA USO EN CARPINTERIA","no","no","0","",""
"RODH66","16/02/21","5101.48","yes","4397.83","0","0","0","16","0","0","1659777","00005343","DPQ01847","F","0","no","13","0","33678","VALE 560// FIRMA SR ANDRES GARCIA --TALLER DE CARPINTERIA","","0","10","no","0","VALE 560// FIRMA SR ANDRES GARCIA --TALLER DE CARPINTERIA","no","no","0","",""
